attempt_id,customer_id,attempt_time,success
94,59,2023-08-01 04:09:40,True
95,6,2023-08-05 15:09:06,False
96,58,2023-08-02 20:31:45,True
97,35,2023-08-17 04:22:03,True
98,73,2023-08-07 16:32:16,False
99,8,2023-08-08 03:11:58,False
100,35,2023-08-04 21:21:37,False
101,53,2023-08-17 12:08:34,True
102,36,2023-08-09 23:28:03,True
103,1,2023-08-19 16:30:53,False
104,37,2023-08-01 00:22:08,False
105,16,2023-08-07 05:03:51,False
106,25,2023-08-16 16:44:58,True
107,54,2023-08-22 04:45:54,True
108,49,2023-08-02 00:32:52,True
109,48,2023-07-31 20:24:50,True
110,40,2023-07-30 09:13:25,False
111,10,2023-08-20 21:31:08,False
112,49,2023-08-22 13:57:22,False
113,34,2023-08-12 03:59:33,False
114,42,2023-08-17 02:59:29,False
115,86,2023-08-03 04:18:36,False
116,19,2023-08-16 22:46:08,False
117,3,2023-08-21 18:36:32,False
118,61,2023-08-11 09:45:55,False
119,86,2023-08-21 16:41:37,False
120,89,2023-08-03 02:45:42,False
121,51,2023-08-17 14:30:48,False
122,35,2023-08-12 12:04:37,True
123,3,2023-08-10 13:09:18,True
124,29,2023-08-13 13:26:27,True
125,99,2023-08-03 22:03:07,False
126,3,2023-07-30 07:32:46,True
127,73,2023-08-08 15:10:11,True
128,24,2023-08-01 01:11:28,False
129,52,2023-08-01 23:02:18,False
130,78,2023-08-13 00:29:59,True
131,13,2023-07-31 00:31:16,False
132,26,2023-08-20 05:14:22,False
133,3,2023-08-06 08:22:21,False
134,30,2023-07-30 21:55:41,True
135,31,2023-08-10 06:29:56,False
136,56,2023-07-27 12:51:54,True
137,6,2023-07-31 18:11:59,False
138,75,2023-08-04 23:04:57,False
139,2,2023-08-22 00:29:35,True
140,19,2023-08-09 05:54:45,False
141,60,2023-07-26 11:20:02,False
142,98,2023-07-28 11:06:50,False
143,16,2023-08-16 02:12:22,False
144,54,2023-08-08 20:32:42,False
145,74,2023-08-13 19:57:44,False
146,32,2023-08-20 03:43:40,True
147,48,2023-07-27 13:52:34,True
148,36,2023-08-15 21:52:21,True
149,77,2023-07-30 19:54:50,False
150,39,2023-08-24 12:27:11,True
151,47,2023-08-02 03:58:41,True
152,43,2023-08-15 23:32:03,True
153,31,2023-08-02 08:15:40,False
154,100,2023-07-27 23:49:22,True
155,33,2023-08-03 20:38:18,True
156,99,2023-07-28 21:24:30,False
157,9,2023-08-01 07:48:47,True
158,92,2023-08-07 20:24:32,False
159,8,2023-08-19 00:29:42,False
160,55,2023-08-03 07:27:35,True
161,42,2023-08-14 07:42:02,False
162,93,2023-08-22 06:47:33,True
163,46,2023-08-08 18:04:15,True
164,34,2023-08-20 11:31:35,False
165,52,2023-08-21 02:30:38,False
166,44,2023-08-20 17:25:14,True
167,89,2023-08-05 05:25:45,True
168,71,2023-08-06 06:08:25,False
169,25,2023-08-09 20:24:54,False
170,73,2023-08-09 23:07:44,True
171,45,2023-08-05 01:38:16,True
172,70,2023-08-22 09:30:33,True
173,55,2023-08-03 19:07:17,True
174,14,2023-07-30 08:32:06,True
175,55,2023-08-19 03:39:59,False
176,7,2023-07-29 00:30:45,False
177,15,2023-07-28 10:47:49,True
178,46,2023-08-12 09:29:57,True
179,15,2023-08-09 07:47:42,False
180,5,2023-08-16 06:23:30,True
181,62,2023-08-08 07:23:20,True
182,69,2023-08-21 09:10:44,False
183,68,2023-08-09 16:36:29,False
184,36,2023-08-01 22:32:13,True
185,48,2023-07-30 05:21:00,False
186,73,2023-08-13 04:54:40,False
187,99,2023-08-07 11:44:29,False
188,41,2023-07-28 03:09:50,False
189,78,2023-08-11 03:10:56,False
190,20,2023-08-25 01:25:17,True
191,21,2023-07-29 15:12:32,True
192,28,2023-08-01 12:11:40,False
193,59,2023-08-23 20:37:28,False
194,53,2023-08-15 06:26:07,True
195,82,2023-08-05 03:59:31,False
196,26,2023-07-27 04:19:15,False
197,92,2023-08-20 11:42:12,False
198,63,2023-08-08 12:36:51,True
199,2,2023-08-16 07:16:09,False
200,42,2023-08-11 16:58:13,False
201,35,2023-08-09 18:12:21,False
202,32,2023-07-27 15:02:52,True
203,68,2023-08-17 10:27:06,True
204,19,2023-08-09 13:00:58,False
205,78,2023-08-05 17:30:34,False
206,66,2023-07-28 19:41:29,False
207,47,2023-08-19 03:09:12,False
208,40,2023-08-04 19:47:08,False
209,55,2023-08-11 07:06:44,True
210,12,2023-08-05 13:00:13,False
211,67,2023-08-13 14:59:33,False
212,30,2023-08-10 00:54:39,False
213,58,2023-08-23 05:50:41,True
214,22,2023-08-01 01:03:54,False
215,27,2023-08-24 12:15:15,False
216,96,2023-07-30 18:18:43,False
217,65,2023-08-10 06:46:19,True
218,65,2023-08-20 02:42:33,True
219,5,2023-08-01 18:38:36,True
220,24,2023-08-06 20:14:45,True
221,18,2023-07-27 12:52:26,True
222,37,2023-08-19 18:02:26,False
223,36,2023-08-07 03:53:12,False
224,42,2023-08-17 22:01:33,False
225,65,2023-07-30 12:50:51,True
226,38,2023-08-09 06:26:03,True
227,45,2023-08-17 20:07:48,False
228,20,2023-08-15 04:03:32,False
229,17,2023-08-15 16:31:10,True
230,70,2023-08-11 14:56:37,True
231,35,2023-08-05 11:19:24,True
232,62,2023-08-20 00:11:32,False
233,6,2023-08-02 05:32:27,False
234,27,2023-08-11 12:06:22,True
235,42,2023-08-06 14:49:29,False
236,22,2023-08-02 10:02:04,False
237,100,2023-07-31 18:33:20,False
238,83,2023-08-03 11:51:18,False
239,13,2023-08-08 14:40:29,True
240,69,2023-08-09 23:07:06,True
241,86,2023-08-21 00:13:14,False
242,23,2023-08-25 05:08:35,False
243,29,2023-08-17 22:43:05,False
244,61,2023-08-12 21:48:13,True
245,63,2023-08-25 10:32:32,False
246,61,2023-08-10 21:14:29,False
247,12,2023-08-04 16:54:16,False
248,60,2023-08-15 19:09:37,False
249,80,2023-08-21 05:12:43,True
250,64,2023-08-04 15:18:05,True
251,92,2023-08-11 06:23:57,True
252,90,2023-08-15 09:32:06,True
253,89,2023-08-19 17:11:53,False
254,62,2023-08-20 21:37:08,False
255,28,2023-07-28 08:37:04,False
256,55,2023-08-21 23:02:46,True
257,71,2023-07-27 17:59:12,False
258,87,2023-08-12 13:33:17,True
259,50,2023-08-14 21:38:57,False
260,88,2023-08-17 14:36:37,False
261,47,2023-08-11 16:55:58,False
262,100,2023-08-03 23:33:54,True
263,74,2023-08-14 00:46:44,True
264,21,2023-08-01 05:08:35,True
265,14,2023-07-29 15:23:47,False
266,54,2023-08-25 05:44:53,True
267,16,2023-08-11 11:17:07,False
268,34,2023-08-13 22:29:23,False
269,64,2023-08-19 02:13:45,False
270,8,2023-08-24 14:06:10,True
271,43,2023-07-29 00:33:53,True
272,86,2023-08-23 11:48:19,True
273,94,2023-08-21 16:27:25,False
274,62,2023-08-14 11:00:27,False
275,67,2023-08-24 00:23:48,True
276,80,2023-07-28 02:13:07,True
277,61,2023-08-19 00:09:29,True
278,49,2023-08-07 02:41:20,False
279,58,2023-07-28 04:43:30,False
280,100,2023-08-01 15:05:53,True
281,67,2023-08-08 18:18:44,True
282,36,2023-08-22 12:43:26,True
283,42,2023-08-08 08:38:07,False
284,32,2023-08-13 18:54:00,False
285,32,2023-08-03 05:55:23,True
286,100,2023-08-13 09:30:43,False
287,67,2023-07-27 05:57:50,False
288,57,2023-08-12 13:57:32,False
289,51,2023-08-08 18:32:47,True
290,80,2023-08-06 07:09:56,True
291,49,2023-08-14 18:12:07,True
292,19,2023-07-31 14:12:42,True
293,43,2023-08-20 12:33:54,False
294,96,2023-08-20 10:45:48,True
295,6,2023-08-25 03:27:42,False
296,59,2023-08-14 10:46:49,True
297,79,2023-07-31 11:46:53,True
298,94,2023-08-23 11:57:45,True
299,53,2023-07-29 23:05:30,True
300,27,2023-07-31 06:41:29,False
301,49,2023-08-20 22:08:56,True
302,98,2023-08-03 00:43:06,False
303,46,2023-07-28 20:53:19,False
304,77,2023-08-03 03:09:41,False
305,55,2023-08-08 21:47:50,True
306,43,2023-08-18 21:53:16,True
307,96,2023-08-18 20:32:17,False
308,95,2023-08-21 06:27:22,True
309,53,2023-08-19 08:57:48,True
310,31,2023-08-12 03:10:51,True
311,19,2023-08-13 21:02:34,False
312,76,2023-07-29 00:47:01,False
313,64,2023-08-15 03:22:56,False
314,54,2023-08-15 00:51:34,True
315,42,2023-08-21 05:58:10,True
316,84,2023-08-12 06:19:06,True
317,47,2023-08-08 08:16:26,True
318,81,2023-07-29 18:14:41,True
319,28,2023-08-11 00:06:31,False
320,64,2023-07-27 13:59:11,False
321,10,2023-08-18 19:06:25,False
322,9,2023-08-08 06:25:20,True
323,4,2023-08-02 09:22:33,False
324,91,2023-08-09 02:31:04,False
325,65,2023-07-28 15:28:49,False
326,76,2023-08-20 03:29:44,True
327,43,2023-08-24 10:45:52,False
328,21,2023-08-06 16:30:51,False
329,66,2023-08-23 00:17:05,True
330,47,2023-08-07 07:29:27,False
331,39,2023-08-15 07:59:44,False
332,55,2023-08-15 00:25:07,False
333,10,2023-08-17 01:27:53,False
334,94,2023-07-30 20:52:07,True
335,16,2023-08-07 02:10:39,False
336,46,2023-08-09 01:29:40,True
337,20,2023-08-02 09:59:48,False
338,30,2023-08-20 19:44:50,False
339,51,2023-08-23 01:02:57,True
340,97,2023-08-16 08:18:08,False
341,1,2023-08-04 18:35:00,True
342,26,2023-08-02 14:11:27,False
343,25,2023-08-02 12:16:33,False
344,91,2023-08-20 14:04:43,True
345,88,2023-08-25 05:32:23,False
346,85,2023-08-10 09:19:34,True
347,16,2023-08-20 13:36:52,True
348,6,2023-08-06 05:33:07,False
349,39,2023-08-02 13:15:34,True
350,14,2023-08-21 02:07:34,True
351,45,2023-08-10 13:24:05,False
352,34,2023-08-12 16:00:33,False
353,80,2023-07-29 16:05:12,False
354,73,2023-08-08 03:56:10,False
355,86,2023-08-05 00:48:00,True
356,43,2023-07-28 14:19:40,False
357,88,2023-07-27 09:27:42,False
358,83,2023-08-11 18:34:50,False
359,9,2023-07-27 21:29:23,False
360,22,2023-08-24 12:24:11,False
361,75,2023-07-26 21:02:57,True
362,23,2023-07-29 13:50:18,True
363,73,2023-08-23 05:23:27,False
364,41,2023-08-12 20:24:13,True
365,62,2023-08-03 11:47:51,True
366,23,2023-08-22 07:33:47,False
367,52,2023-08-08 14:02:13,True
368,99,2023-08-11 16:38:13,True
369,90,2023-08-14 21:45:22,True
370,73,2023-08-11 00:34:43,True
371,23,2023-08-19 07:28:23,True
372,78,2023-08-04 12:59:58,True
373,54,2023-07-28 13:19:51,False
374,45,2023-08-17 14:55:59,True
375,76,2023-07-31 12:08:10,True
376,20,2023-08-22 08:23:49,False
377,17,2023-07-27 16:13:29,False
378,84,2023-08-16 11:53:52,False
379,52,2023-08-05 14:17:28,False
380,96,2023-08-05 13:20:01,True
381,82,2023-08-02 09:07:39,True
382,37,2023-08-04 20:50:47,False
383,44,2023-08-09 10:52:54,False
384,62,2023-08-06 01:58:59,False
385,6,2023-08-21 03:01:45,False
386,77,2023-08-01 18:02:49,True
387,3,2023-08-09 04:10:52,True
388,22,2023-08-12 12:58:02,True
389,12,2023-07-31 06:07:03,False
390,72,2023-08-18 17:09:16,False
391,68,2023-08-03 17:25:07,False
392,66,2023-08-05 08:31:11,True
393,74,2023-08-08 05:19:32,False
394,34,2023-07-31 04:29:10,False
395,69,2023-07-26 19:25:56,True
396,30,2023-07-28 05:47:37,True
397,3,2023-08-19 17:21:03,True
398,82,2023-08-01 03:38:42,False
399,14,2023-08-16 16:55:22,True
400,10,2023-08-17 07:44:24,False
401,7,2023-08-05 23:01:07,False
402,100,2023-07-27 16:49:25,False
403,95,2023-08-15 07:43:36,True
404,29,2023-08-09 07:04:47,False
405,76,2023-07-29 14:49:53,False
406,37,2023-08-16 07:48:26,False
407,13,2023-08-24 22:58:30,False
408,77,2023-08-11 08:00:47,False
409,94,2023-08-10 02:32:55,True
410,6,2023-08-12 02:24:28,True
411,40,2023-07-27 21:48:16,True
412,34,2023-07-28 18:22:44,True
413,36,2023-08-06 02:34:52,True
414,88,2023-08-13 19:00:32,True
415,84,2023-08-07 07:53:43,False
416,60,2023-08-12 23:25:58,False
417,8,2023-08-21 05:57:02,True
418,45,2023-08-10 21:00:03,False
419,43,2023-07-27 04:54:45,False
420,72,2023-08-24 23:25:26,False
421,17,2023-07-28 21:38:16,True
422,33,2023-08-03 12:42:53,True
423,92,2023-08-24 00:45:27,False
424,86,2023-07-26 17:56:35,False
425,11,2023-08-08 12:48:38,False
426,39,2023-07-28 15:33:49,False
427,17,2023-08-22 13:53:08,False
428,34,2023-08-19 10:57:53,True
429,67,2023-08-09 13:53:33,True
430,64,2023-08-05 17:00:02,False
431,21,2023-08-13 05:01:23,True
432,20,2023-07-28 11:37:45,False
433,57,2023-07-29 16:57:52,True
434,1,2023-08-03 09:15:38,True
435,4,2023-08-05 05:58:41,False
436,81,2023-08-15 08:47:25,False
437,62,2023-08-04 18:23:51,True
438,10,2023-08-14 04:33:00,True
439,13,2023-08-22 07:24:19,False
440,26,2023-08-04 19:09:54,True
441,37,2023-08-18 03:46:27,False
442,42,2023-08-02 03:36:37,True
443,6,2023-07-27 21:37:41,True
444,17,2023-07-27 17:45:33,False
445,41,2023-08-19 02:34:31,True
446,33,2023-07-27 09:53:48,True
447,9,2023-08-16 07:16:55,True
448,68,2023-08-03 06:30:55,True
449,67,2023-08-16 13:09:04,True
450,69,2023-08-01 10:17:44,True
451,100,2023-08-16 14:06:41,False
452,27,2023-08-22 15:07:22,True
453,36,2023-08-01 03:09:16,False
454,18,2023-08-24 06:14:44,False
455,11,2023-08-19 01:07:03,False
456,88,2023-08-03 09:39:05,False
457,72,2023-08-15 00:45:20,True
458,68,2023-08-12 01:47:35,True
459,64,2023-08-10 05:36:03,True
460,37,2023-08-23 06:04:36,True
461,50,2023-08-15 21:32:47,True
462,98,2023-08-24 04:38:48,False
463,54,2023-08-11 09:04:30,False
464,41,2023-08-13 06:19:07,True
465,49,2023-08-16 15:44:19,True
466,50,2023-08-15 11:20:12,True
467,37,2023-08-16 03:35:39,False
468,83,2023-08-23 18:31:12,True
469,52,2023-07-30 12:38:48,False
470,57,2023-07-28 16:06:39,True
471,12,2023-07-26 22:01:20,False
472,52,2023-08-19 08:47:33,False
473,25,2023-08-13 08:42:00,True
474,18,2023-08-22 15:18:43,False
475,87,2023-08-15 17:52:56,True
476,4,2023-07-27 00:23:20,True
477,96,2023-08-12 14:03:23,False
478,3,2023-08-07 03:19:30,True
479,2,2023-08-03 00:09:49,True
480,86,2023-08-05 02:40:24,True
481,4,2023-08-18 23:01:40,False
482,13,2023-08-10 06:23:16,False
483,76,2023-08-14 13:18:45,True
484,43,2023-08-17 05:09:56,False
485,76,2023-08-17 23:35:18,True
486,7,2023-07-27 05:33:39,False
487,91,2023-07-30 19:22:36,True
488,17,2023-08-17 07:30:12,True
489,20,2023-08-12 23:09:31,False
490,4,2023-08-18 08:36:33,True
491,79,2023-08-19 23:14:03,False
492,69,2023-08-11 23:21:03,True
493,11,2023-08-06 06:08:36,True
494,39,2023-08-25 07:34:50,True
495,75,2023-08-10 14:41:09,False
496,25,2023-07-28 13:48:29,True
497,88,2023-08-16 21:01:44,True
498,7,2023-08-14 01:48:48,True
499,6,2023-08-15 22:44:52,True
500,96,2023-08-02 05:30:05,True
501,94,2023-07-29 13:01:25,False
502,74,2023-08-03 12:39:36,True
503,53,2023-07-29 07:49:07,True
504,40,2023-07-29 03:59:13,False
505,94,2023-08-13 18:24:36,True
506,98,2023-08-14 10:30:46,False
507,64,2023-08-06 04:12:56,False
508,94,2023-08-07 03:44:57,False
509,4,2023-08-02 10:57:23,False
510,16,2023-08-08 03:35:49,True
511,75,2023-08-09 08:59:49,True
512,43,2023-07-26 11:05:04,True
513,43,2023-08-10 01:24:35,True
514,60,2023-08-23 01:21:20,True
515,8,2023-08-16 21:17:58,True
516,37,2023-08-03 11:37:35,True
517,14,2023-08-07 13:55:49,True
518,10,2023-08-13 05:01:44,False
519,9,2023-08-07 16:23:01,False
520,71,2023-08-22 13:08:44,False
521,22,2023-08-09 17:15:55,False
522,7,2023-08-23 08:00:58,True
523,28,2023-08-15 17:47:04,False
524,95,2023-08-06 07:17:00,True
525,4,2023-08-17 09:23:38,True
526,26,2023-08-09 22:40:16,True
527,82,2023-08-10 20:43:32,False
528,80,2023-08-20 05:49:24,True
529,61,2023-08-18 16:13:56,False
530,25,2023-08-23 12:22:53,True
531,67,2023-08-01 12:51:06,True
532,94,2023-08-12 00:21:43,False
533,86,2023-08-02 13:17:13,False
534,69,2023-07-30 08:21:55,False
535,98,2023-08-22 09:47:23,True
536,77,2023-08-08 09:22:33,False
537,33,2023-08-05 04:45:44,False
538,70,2023-08-04 22:57:44,False
539,12,2023-07-31 02:06:06,False
540,81,2023-08-25 09:54:58,True
541,59,2023-08-11 12:36:54,False
542,73,2023-07-27 04:09:50,False
543,86,2023-07-26 13:33:51,True
544,41,2023-08-21 14:56:25,True
545,29,2023-08-15 18:11:20,False
546,91,2023-07-26 20:22:12,True
547,93,2023-08-11 19:15:27,False
548,75,2023-08-12 23:35:45,True
549,46,2023-08-23 03:21:40,True
550,60,2023-08-13 14:26:10,True
551,71,2023-08-18 07:00:51,True
552,76,2023-08-25 05:43:17,True
553,51,2023-08-17 09:45:36,True
554,70,2023-08-18 16:02:57,True
555,61,2023-08-14 20:36:01,False
556,40,2023-08-01 12:28:59,True
557,34,2023-08-12 16:37:25,False
558,70,2023-07-28 02:24:43,True
559,98,2023-08-23 05:39:24,False
560,99,2023-08-21 09:51:15,False
561,38,2023-08-10 10:47:44,True
562,47,2023-07-29 15:29:59,True
563,13,2023-08-07 11:24:37,True
564,28,2023-08-14 20:29:50,False
565,71,2023-08-07 15:44:16,False
566,29,2023-08-19 09:36:05,True
567,53,2023-08-13 05:26:47,False
568,26,2023-07-30 07:53:56,False
569,4,2023-08-12 08:22:23,False
570,20,2023-07-26 20:29:58,False
571,25,2023-07-31 01:43:15,True
572,12,2023-08-02 10:57:29,True
573,7,2023-08-21 03:14:57,True
574,91,2023-08-10 23:23:12,True
575,51,2023-08-04 06:04:56,True
576,71,2023-08-11 19:35:12,True
577,57,2023-08-09 22:48:40,True
578,26,2023-08-12 19:38:27,True
579,77,2023-08-19 22:28:01,False
580,89,2023-08-19 01:17:22,True
581,4,2023-08-14 17:56:34,True
582,50,2023-08-14 09:53:11,True
583,46,2023-08-20 18:34:48,False
584,100,2023-08-04 02:15:14,False
585,13,2023-08-11 20:22:29,False
586,63,2023-08-21 22:50:50,True
587,17,2023-08-18 13:59:48,True
588,24,2023-08-12 02:23:23,False
589,12,2023-08-18 20:00:58,False
590,49,2023-08-07 16:26:22,False
591,83,2023-08-15 12:29:08,False
592,14,2023-07-28 01:09:10,False
593,71,2023-08-22 07:24:22,False
594,69,2023-08-20 06:49:11,False
595,20,2023-07-27 10:20:01,True
596,91,2023-08-21 09:12:50,True
597,93,2023-08-07 05:04:04,False
598,57,2023-08-14 06:26:21,False
599,7,2023-08-12 06:42:40,False
600,99,2023-07-28 20:01:20,False
601,31,2023-08-22 15:24:38,False
602,31,2023-08-17 16:21:21,True
603,11,2023-08-08 21:57:33,False
604,1,2023-08-14 07:38:29,True
605,51,2023-08-11 14:36:43,True
606,71,2023-07-27 18:49:47,True
607,3,2023-07-29 04:49:48,True
608,75,2023-08-09 19:21:54,True
609,68,2023-08-14 23:37:47,True
610,86,2023-08-04 07:57:06,True
611,36,2023-07-27 00:56:00,True
612,7,2023-08-06 18:49:55,True
613,3,2023-08-07 21:46:15,False
614,21,2023-08-09 13:44:39,True
615,68,2023-08-06 23:59:39,False
616,95,2023-08-02 02:33:48,False
617,77,2023-08-16 10:51:05,False
618,38,2023-08-06 04:58:55,True
619,56,2023-08-24 22:06:49,False
620,82,2023-07-28 21:58:02,False
621,43,2023-08-13 21:22:30,True
622,71,2023-08-13 13:00:56,False
623,29,2023-08-06 22:01:42,True
624,95,2023-08-24 15:27:18,True
625,11,2023-08-08 19:50:57,False
626,79,2023-08-23 07:00:50,True
627,36,2023-08-15 04:32:49,False
628,33,2023-07-28 10:43:48,True
629,82,2023-08-05 09:11:52,False
630,18,2023-08-11 02:24:57,True
631,23,2023-07-31 12:09:35,True
632,65,2023-08-22 16:30:41,True
633,95,2023-08-15 19:18:15,False
634,60,2023-08-12 20:31:48,True
635,2,2023-07-27 18:30:08,False
636,90,2023-08-12 06:34:42,False
637,14,2023-08-19 08:45:34,False
638,8,2023-08-08 13:17:48,False
639,66,2023-08-18 06:41:45,False
640,97,2023-08-02 22:50:19,True
641,31,2023-07-30 08:24:22,False
642,52,2023-08-09 17:05:03,False
643,85,2023-07-31 15:20:21,True
644,96,2023-08-10 01:28:20,True
645,85,2023-07-26 14:36:00,False
646,53,2023-07-28 10:13:25,True
647,28,2023-08-08 00:41:34,False
648,86,2023-07-30 10:11:25,True
649,90,2023-08-02 14:05:24,False
650,90,2023-08-11 18:35:57,True
651,66,2023-07-29 06:45:10,False
652,40,2023-08-02 06:06:32,True
653,94,2023-08-14 22:58:25,False
654,100,2023-08-19 00:24:39,False
655,14,2023-08-23 14:48:18,False
656,97,2023-07-28 13:46:00,True
657,96,2023-08-08 02:10:50,False
658,97,2023-08-01 19:22:46,True
659,67,2023-08-04 22:39:37,False
660,36,2023-08-12 10:00:44,True
661,7,2023-08-08 10:01:21,False
662,6,2023-08-16 06:04:31,True
663,39,2023-08-02 01:26:25,True
664,62,2023-08-15 00:23:15,True
665,28,2023-08-10 19:41:14,True
666,97,2023-08-25 09:49:04,True
667,78,2023-08-14 16:27:52,False
668,4,2023-08-04 12:40:27,False
669,14,2023-08-25 01:13:00,True
670,85,2023-08-02 01:04:16,False
671,56,2023-08-09 00:16:51,False
672,88,2023-08-05 04:00:52,True
673,68,2023-08-12 01:01:56,False
674,91,2023-08-05 07:36:38,True
675,41,2023-08-08 06:06:01,True
676,35,2023-08-07 04:41:28,False
677,63,2023-07-27 13:36:39,False
678,90,2023-08-02 15:14:23,False
679,65,2023-08-16 10:43:45,True
680,62,2023-07-28 19:28:54,True
681,49,2023-08-11 02:12:41,True
682,18,2023-07-31 21:20:45,True
683,84,2023-08-20 03:14:16,True
684,44,2023-08-08 01:40:40,False
685,85,2023-08-04 23:20:10,True
686,40,2023-08-03 19:46:42,True
687,49,2023-08-11 22:49:11,True
688,46,2023-08-14 17:05:20,False
689,62,2023-08-04 06:07:24,False
690,79,2023-08-21 12:38:25,True
691,75,2023-07-29 01:45:40,True
692,1,2023-07-28 12:43:10,True
693,52,2023-08-22 21:34:48,True
694,44,2023-08-17 04:21:18,True
695,2,2023-07-26 23:13:07,False
696,80,2023-08-02 21:07:56,True
697,9,2023-08-07 13:49:44,False
698,12,2023-08-21 17:04:23,False
699,75,2023-08-04 01:03:49,True
700,77,2023-08-12 23:36:41,True
701,50,2023-08-06 20:12:44,False
702,60,2023-08-12 07:25:39,False
703,42,2023-08-09 09:54:27,False
704,34,2023-08-05 20:53:49,True
705,36,2023-07-29 18:02:06,True
706,89,2023-08-09 01:23:02,True
707,55,2023-08-18 12:42:00,True
708,96,2023-08-01 07:01:46,False
709,81,2023-08-08 15:50:30,False
710,30,2023-08-21 03:57:50,True
711,58,2023-08-11 16:41:27,True
712,13,2023-08-09 18:24:39,True
713,6,2023-08-10 14:38:42,True
714,37,2023-08-02 11:05:33,True
715,34,2023-08-18 19:55:07,True
716,64,2023-08-11 23:28:52,False
717,50,2023-08-23 06:10:15,True
718,24,2023-08-10 09:21:51,True
719,2,2023-08-08 22:26:12,False
720,80,2023-07-26 13:22:39,False
721,34,2023-08-12 09:28:53,True
722,93,2023-07-30 04:13:50,False
723,19,2023-08-06 21:47:38,True
724,57,2023-08-18 04:39:43,True
725,50,2023-08-03 13:34:28,True
726,56,2023-08-02 11:02:02,False
727,52,2023-08-14 19:37:35,False
728,68,2023-08-07 20:12:05,True
729,46,2023-08-05 18:30:08,False
730,96,2023-07-31 04:33:28,False
731,59,2023-08-01 10:54:28,False
732,15,2023-08-15 20:10:54,False
733,2,2023-08-24 12:04:20,False
734,58,2023-08-17 11:46:07,False
