product_id,client_id,year,revenue,expenses,profit
7,28168,2010,64657275.92,30993.48,64626282.44
3,24819,2021,75735701.63,303139.41,75432562.22
4,3124,2019,37720781.63,25957.22,37694824.41
4,3378,2015,13097056.45,3611.73,13093444.72
3,11523,2012,91084913.12,441193.29,90643719.83
1,50765,2022,49198352.14,143460.32,49054891.82
6,34640,2020,92924918.12,105042.34,92819875.78
9,44090,2018,22344809.98,61773.15,22283036.83
7,71076,2018,29883231.68,92663.25,29790568.43
6,82704,2017,3884491.46,115335.39,3769156.07
2,4844,2018,98497828.83,166330.46,98331498.37
1,29635,2016,32240780.95,459459.4,31781321.55
9,60424,2011,73387194.01,458980.57,72928213.44
5,57663,2022,92677085.31,317449.56,92359635.75
9,870,2011,57378905.89,287583.23,57091322.66
8,6010,2023,55987465.5,223410.4,55764055.1
7,15778,2012,38560038.21,359711.5,38200326.71
2,76907,2021,75210670.0,328032.47,74882637.53
4,85807,2023,71863601.59,84394.35,71779207.24
6,56872,2013,32770686.13,482992.68,32287693.45
3,35316,2011,13991915.81,313551.93,13678363.88
7,9591,2023,74739370.79,85376.73,74653994.06
3,30582,2014,43023653.73,131692.83,42891960.9
8,35514,2016,20505542.01,207389.43,20298152.58
1,5543,2023,19217059.2,461353.83,18755705.37
8,37438,2021,13605828.59,295543.42,13310285.17
4,52951,2012,24514010.93,291589.35,24222421.58
3,66753,2016,21334983.35,72269.61,21262713.74
1,12563,2017,4671177.45,190991.86,4480185.59
1,57664,2011,83841622.53,486105.55,83355516.98
6,25426,2011,78973541.5,38239.42,78935302.08
2,35470,2021,1132446.87,25211.26,1107235.61
7,18933,2017,40298276.03,225755.76,40072520.27
8,9162,2011,76651614.3,6076.85,76645537.45
3,47508,2014,89319904.39,379715.07,88940189.32
6,7024,2023,10941278.4,209725.75,10731552.65
1,53410,2022,96930310.82,494207.66,96436103.16
2,41032,2015,87573847.79,77360.68,87496487.11
9,40249,2014,16621460.38,276324.86,16345135.52
3,10818,2015,1191307.67,137528.74,1053778.93
9,85109,2011,44287188.92,190424.12,44096764.8
2,49182,2014,89141662.88,100393.86,89041269.02
8,1460,2011,69470379.3,198175.74,69272203.56
6,5758,2017,89280393.69,411069.15,88869324.54
9,83885,2016,37909776.59,279092.01,37630684.58
2,5928,2013,41393182.38,386450.9,41006731.48
8,10480,2019,56120837.9,490951.95,55629885.95
4,30828,2019,11894636.25,342822.5,11551813.75
8,76476,2012,68726153.0,478415.05,68247737.95
3,81311,2021,46209452.11,291165.62,45918286.49
3,55695,2011,46335136.92,321636.61,46013500.31
9,54772,2021,63941643.98,161031.93,63780612.05
4,76156,2013,91561178.72,174168.27,91387010.45
8,83334,2019,68881166.08,330021.4,68551144.68
7,33335,2022,78133984.43,122522.26,78011462.17
5,87417,2023,43410832.83,83763.01,43327069.82
3,51555,2011,4355559.76,352318.99,4003240.77
4,43371,2013,87172450.25,421944.52,86750505.73
7,19718,2011,85661100.23,328889.38,85332210.85
9,86379,2015,66577767.86,25954.09,66551813.77
5,44817,2023,99312585.91,125625.2,99186960.71
2,20543,2018,64900178.19,484415.24,64415762.95
1,55650,2014,71887513.3,248107.23,71639406.07
4,28961,2011,27156809.79,315707.98,26841101.81
7,55971,2014,953546.87,270905.74,682641.13
9,46599,2016,60125659.06,355612.18,59770046.88
4,4780,2012,50326613.92,114359.98,50212253.94
8,37143,2022,40276227.4,24135.73,40252091.67
8,17936,2013,317634.09,155360.84,162273.25
1,63220,2021,36704722.71,72684.08,36632038.63
1,6171,2023,24876826.24,324470.03,24552356.21
5,37933,2012,40421685.54,392751.67,40028933.87
4,53366,2019,17061738.03,476609.82,16585128.21
3,79458,2014,11330752.79,333109.71,10997643.08
8,85938,2019,582944.53,216752.39,366192.14
5,34999,2021,39173766.29,150107.27,39023659.02
1,31014,2016,57941073.99,210623.82,57730450.17
1,85551,2012,40365964.14,192713.01,40173251.13
9,33563,2018,73813171.94,14815.56,73798356.38
9,74474,2022,84827515.2,422772.87,84404742.33
3,16972,2019,93322390.54,205326.77,93117063.77
7,60525,2016,57893765.72,245731.37,57648034.35
1,87366,2020,16342751.52,159327.27,16183424.25
3,6691,2015,78761964.74,47818.81,78714145.93
2,54832,2023,99032757.72,395233.87,98637523.85
2,78784,2018,26402496.66,389678.31,26012818.35
4,51213,2012,1266773.61,107821.11,1158952.5
6,26424,2022,47055860.16,362599.16,46693261.0
3,4267,2022,65068012.37,108490.6,64959521.77
2,51316,2019,40561006.95,162896.79,40398110.16
8,25559,2010,17214929.89,303608.14,16911321.75
1,79367,2021,84697292.96,422834.81,84274458.15
1,30680,2016,54258442.46,17849.39,54240593.07
2,7755,2011,20431867.8,403847.35,20028020.45
8,27181,2012,35890770.16,365148.64,35525621.52
7,85694,2021,88694037.42,112887.91,88581149.51
9,57674,2011,72391365.52,166252.29,72225113.23
1,55833,2016,87697948.43,56005.54,87641942.89
5,14165,2016,44525962.62,97757.67,44428204.95
4,25714,2020,50072008.06,404545.98,49667462.08
5,72465,2019,39315412.57,22235.71,39293176.86
3,53891,2019,66152264.9,484002.22,65668262.68
2,24049,2010,83071837.03,390666.98,82681170.05
7,68262,2023,46031922.12,97997.91,45933924.21
9,33494,2010,93030809.5,267052.08,92763757.42
7,54187,2022,89819950.44,32082.34,89787868.1
8,30861,2010,89221291.78,143814.84,89077476.94
8,36155,2021,59779032.85,480028.07,59299004.78
9,80815,2015,32003154.69,479988.06,31523166.63
3,56032,2017,9252310.12,425313.81,8826996.31
5,34428,2013,91531883.57,66402.31,91465481.26
2,38960,2017,75663494.25,149492.47,75514001.78
4,42755,2010,22091851.38,349602.44,21742248.94
8,29515,2013,28610845.85,90094.25,28520751.6
6,85888,2017,59129948.03,68470.45,59061477.58
5,54188,2016,68810041.32,450027.42,68360013.9
7,16393,2023,85698746.74,176317.91,85522428.83
5,73096,2019,39993041.93,419780.63,39573261.3
8,74393,2023,49523650.67,211713.26,49311937.41
5,87419,2015,52595500.15,332623.72,52262876.43
1,28260,2016,43583514.86,458183.89,43125330.97
3,35753,2021,33855707.32,326324.02,33529383.3
5,65880,2019,30322307.33,7272.16,30315035.17
2,69082,2013,69302665.09,46747.86,69255917.23
6,46848,2020,1763913.03,167677.12,1596235.91
5,71183,2017,60792565.9,172549.99,60620015.91
5,71179,2019,63719202.44,83264.98,63635937.46
4,54206,2022,73358454.95,385387.11,72973067.84
1,68934,2021,74260355.48,447842.43,73812513.05
8,43670,2012,18323736.42,94396.38,18229340.04
6,63025,2017,53085162.37,169676.39,52915485.98
2,58017,2022,42451347.04,146962.94,42304384.1
2,73831,2012,62017298.59,165202.11,61852096.48
1,36582,2021,19642811.18,467113.08,19175698.1
8,13218,2019,20338017.57,387934.47,19950083.1
5,22611,2014,69996194.11,343023.73,69653170.38
6,13736,2019,78840202.12,338697.71,78501504.41
2,28960,2023,43405545.35,265544.04,43140001.31
1,40614,2013,94928243.83,194849.8,94733394.03
6,19992,2021,13824116.5,458368.38,13365748.12
4,37367,2022,18272298.15,334123.96,17938174.19
4,28711,2020,52643548.94,241545.55,52402003.39
4,36388,2011,17145699.0,345984.19,16799714.81
5,75628,2012,16983189.45,308858.92,16674330.53
3,24119,2013,12749718.78,187668.05,12562050.73
1,22290,2012,22579437.67,367022.36,22212415.31
4,15231,2014,85852974.37,277608.58,85575365.79
1,36247,2020,87928075.59,313821.64,87614253.95
7,84730,2018,19282940.03,51122.81,19231817.22
1,15073,2011,47876855.72,19178.43,47857677.29
6,18098,2013,76128614.41,385782.66,75742831.75
7,30254,2013,74552834.64,89803.48,74463031.16
8,38201,2015,39654411.98,215812.6,39438599.38
6,32370,2019,76527394.27,271798.29,76255595.98
7,61232,2013,45311186.37,172385.71,45138800.66
3,22571,2020,24881645.92,231233.39,24650412.53
1,61892,2022,32387503.49,270382.67,32117120.82
9,34063,2013,88804071.9,229528.05,88574543.85
5,79268,2014,8243924.94,441415.85,7802509.09
2,54309,2021,35080022.13,237784.54,34842237.59
5,23846,2023,27312872.96,464577.08,26848295.88
5,39460,2016,94946236.82,314604.16,94631632.66
2,35330,2018,23098510.88,399212.97,22699297.91
2,42237,2020,78831704.06,194369.67,78637334.39
4,54335,2010,40274317.22,105667.45,40168649.77
5,25589,2015,56385141.72,15921.17,56369220.55
3,44099,2022,81331192.55,194582.44,81136610.11
5,48386,2017,38750262.83,135185.92,38615076.91
7,67967,2022,55239339.44,40568.2,55198771.24
6,85434,2022,70873101.98,423249.47,70449852.51
7,26525,2018,87291592.14,419411.99,86872180.15
4,70473,2016,97548942.92,394583.25,97154359.67
9,62731,2023,84397654.86,263392.82,84134262.04
8,46256,2011,88594286.35,48986.86,88545299.49
4,47393,2012,71614685.53,106965.56,71507719.97
6,37651,2015,47496703.44,103494.63,47393208.81
4,80232,2019,88810708.88,306888.91,88503819.97
6,35148,2010,22305670.36,269203.14,22036467.22
6,56121,2010,94243590.84,135836.64,94107754.2
2,35918,2012,82735729.32,292319.74,82443409.58
1,49307,2013,29427717.82,265948.1,29161769.72
6,67503,2012,16107355.21,436913.0,15670442.21
3,68822,2021,25477485.51,247902.27,25229583.24
5,53072,2010,35270626.8,251668.11,35018958.69
1,11685,2011,56186582.96,448450.58,55738132.38
9,68604,2011,53525418.23,156902.14,53368516.09
4,68873,2010,11993888.3,312814.69,11681073.61
4,14839,2020,31796148.97,284921.46,31511227.51
9,45587,2010,68564509.74,235560.57,68328949.17
6,63725,2017,64983099.48,345017.52,64638081.96
1,34316,2017,45516114.6,458154.4,45057960.2
3,81879,2020,63286118.83,19631.21,63266487.62
9,65531,2011,3440476.09,211745.23,3228730.86
4,36371,2021,69861815.85,146038.84,69715777.01
5,27888,2019,31151247.28,122364.96,31028882.32
1,66489,2023,90012144.22,153086.2,89859058.02
3,83629,2017,37119783.45,381530.79,36738252.66
3,53795,2011,54213444.77,392338.31,53821106.46
7,76389,2013,10833534.61,133808.21,10699726.4
5,44578,2018,19259565.79,365762.98,18893802.81
4,26574,2019,84982738.8,286322.44,84696416.36
8,3371,2016,91239669.46,198305.51,91041363.95
5,84502,2012,25945080.59,270769.55,25674311.04
8,28367,2022,18759555.87,402586.0,18356969.87
9,4809,2020,87282024.53,284628.98,86997395.55
1,47872,2011,91763171.2,220086.09,91543085.11
7,56339,2011,53741337.95,14880.26,53726457.69
5,30624,2013,50413223.78,429071.99,49984151.79
9,49296,2013,58918037.23,240190.41,58677846.82
6,35398,2012,22664438.92,96104.85,22568334.07
2,45026,2017,56700212.07,359837.61,56340374.46
9,1361,2021,93994863.69,404102.46,93590761.23
6,7076,2022,46721919.04,397778.37,46324140.67
2,79929,2021,35830417.2,466658.58,35363758.62
7,22322,2017,68001077.73,251150.19,67749927.54
7,77534,2010,619894.45,193474.82,426419.63
1,41780,2021,10961099.62,379131.24,10581968.38
7,84680,2018,44984459.35,132478.15,44851981.2
6,70389,2022,74432584.82,485894.09,73946690.73
8,79587,2011,95898654.68,382584.52,95516070.16
8,21483,2014,36796484.99,260946.99,36535538.0
9,35386,2017,38350166.5,9949.33,38340217.17
9,10909,2021,92700574.24,367116.87,92333457.37
7,73613,2012,32593447.17,414907.61,32178539.56
2,32984,2017,56016220.61,275160.2,55741060.41
7,21270,2016,6450901.1,49364.89,6401536.21
2,38638,2020,36520025.79,179817.36,36340208.43
7,25271,2014,24462962.87,167278.19,24295684.68
7,54248,2021,56987089.41,75943.85,56911145.56
6,61202,2010,79136889.52,15069.68,79121819.84
9,1158,2017,33961013.36,498772.31,33462241.05
1,52688,2012,9688104.21,138055.53,9550048.68
1,49943,2020,51053213.98,123469.35,50929744.63
4,78593,2022,83279275.91,335657.04,82943618.87
2,10339,2019,26995715.94,232658.5,26763057.44
9,73063,2023,3398790.03,246318.99,3152471.04
6,72983,2022,79718117.1,74522.85,79643594.25
1,71884,2019,48593502.45,385118.2,48208384.25
2,81812,2013,68242031.91,391836.87,67850195.04
1,42791,2014,55146156.87,346889.42,54799267.45
2,22851,2014,90367346.89,215466.8,90151880.09
4,47719,2016,48850178.67,217093.44,48633085.23
6,4915,2016,36802371.63,242632.41,36559739.22
7,28019,2018,76146789.35,8158.48,76138630.87
8,55477,2022,7499866.52,173979.09,7325887.43
4,39005,2016,24481455.94,427967.0,24053488.94
9,50132,2019,10689389.19,452787.97,10236601.22
9,15403,2019,81586636.21,193358.93,81393277.28
5,41752,2023,87098170.98,52151.53,87046019.45
6,34108,2010,72332074.41,146333.9,72185740.51
8,6187,2022,81288637.26,171837.84,81116799.42
6,9628,2023,95447190.09,108406.66,95338783.43
5,46150,2020,99527632.76,291658.77,99235973.99
3,30177,2017,24308065.54,499834.31,23808231.23
4,45329,2023,59300292.13,52357.75,59247934.38
3,74075,2023,32234124.18,204803.42,32029320.76
5,9131,2013,28446124.93,468680.83,27977444.1
4,72812,2010,95670707.93,104048.37,95566659.56
7,28751,2011,41977279.6,430876.76,41546402.84
9,44239,2015,41827702.34,32572.86,41795129.48
7,59807,2023,33397340.76,100391.56,33296949.2
9,5525,2016,77353840.48,370539.94,76983300.54
8,36554,2023,40484444.95,487524.24,39996920.71
4,72547,2018,80684132.78,1743.85,80682388.93
3,70747,2016,23241354.84,62696.01,23178658.83
7,7008,2018,58527339.39,2339.98,58524999.41
9,4254,2020,21536541.84,13531.23,21523010.61
6,52834,2023,17735948.61,332325.3,17403623.31
5,78653,2010,16952887.26,40768.41,16912118.85
9,39017,2010,77870479.06,210992.52,77659486.54
9,69298,2020,45877647.13,259070.56,45618576.57
3,80781,2011,3619937.81,299498.64,3320439.17
1,85220,2014,52510258.99,81295.36,52428963.63
3,45117,2022,27654743.69,384200.22,27270543.47
3,22044,2019,24894772.2,81204.35,24813567.85
9,65019,2021,48393420.14,339611.21,48053808.93
2,77992,2015,60177553.58,399507.44,59778046.14
5,71543,2012,55723689.19,167420.42,55556268.77
9,43643,2015,95665055.65,428064.65,95236991.0
1,85937,2019,37666673.34,122041.73,37544631.61
2,58742,2015,66262706.19,463070.6,65799635.59
6,72239,2018,26583010.32,361648.29,26221362.03
1,70026,2016,15926217.79,235246.16,15690971.63
6,43908,2018,16629054.24,235740.7,16393313.54
5,69858,2013,13609810.69,271510.83,13338299.86
7,43440,2018,84502699.2,116071.51,84386627.69
3,31797,2014,16240277.8,213080.25,16027197.55
8,44454,2012,37302301.95,302858.86,36999443.09
7,81296,2020,71788338.63,149455.1,71638883.53
4,36549,2016,89926915.7,356730.34,89570185.36
3,27655,2014,98285099.84,493146.66,97791953.18
6,25251,2013,97859007.07,760.77,97858246.3
8,52658,2016,81712247.29,306016.68,81406230.61
1,41198,2016,93701246.26,451005.17,93250241.09
8,26488,2010,95171795.26,177884.88,94993910.38
6,31929,2011,27782839.24,483693.65,27299145.59
3,65891,2019,79411578.76,199381.63,79212197.13
6,48836,2018,50706925.93,307563.49,50399362.44
7,55773,2022,40794833.36,168725.52,40626107.84
4,3505,2017,60802096.56,400631.2,60401465.36
3,50622,2023,385578.11,318463.41,67114.7
6,52162,2011,84176609.7,498489.6,83678120.1
9,37721,2017,1283702.73,317575.13,966127.6
8,9328,2017,85176205.28,369341.05,84806864.23
6,5564,2020,40320482.45,476420.21,39844062.24
1,19249,2010,55734818.12,77748.36,55657069.76
8,65377,2020,35446346.06,18553.21,35427792.85
5,14626,2019,36297068.19,486667.26,35810400.93
1,61033,2018,60152789.39,383403.54,59769385.85
2,58472,2022,21794811.31,199319.13,21595492.18
7,26602,2020,16246027.46,293268.32,15952759.14
6,47418,2015,22504368.0,22238.7,22482129.3
3,70690,2014,86229661.41,51282.19,86178379.22
2,72094,2023,88687325.63,74968.08,88612357.55
6,54723,2010,99259469.51,492387.45,98767082.06
4,25374,2013,4858823.89,339486.55,4519337.34
8,56823,2014,75200776.9,332220.88,74868556.02
8,20397,2016,9562694.24,338940.08,9223754.16
6,40051,2014,93603266.18,103681.08,93499585.1
5,79071,2014,96363292.91,133233.44,96230059.47
5,17401,2018,79113053.17,270698.15,78842355.02
3,74867,2016,83553105.4,107679.95,83445425.45
1,34855,2015,24114113.95,198888.58,23915225.37
9,47922,2010,49735370.26,64847.32,49670522.94
4,86780,2014,72643737.75,378351.56,72265386.19
9,30864,2022,25173136.24,73381.05,25099755.19
9,55257,2010,68190547.88,474020.39,67716527.49
8,86470,2023,7390664.05,149500.77,7241163.28
7,32009,2014,85742617.1,83472.87,85659144.23
2,35879,2016,58686643.95,71795.33,58614848.62
8,34170,2019,56089354.78,210932.67,55878422.11
5,53071,2014,11322644.78,163135.12,11159509.66
6,31994,2021,81878896.91,65217.09,81813679.82
6,72619,2019,54352153.33,365150.76,53987002.57
1,67787,2011,57340844.61,90065.84,57250778.77
2,73237,2019,77485334.82,288082.37,77197252.45
8,27904,2022,39052403.81,289125.62,38763278.19
9,38632,2016,44939056.84,321802.35,44617254.49
2,82049,2016,94827102.7,181314.38,94645788.32
9,69371,2011,56895854.6,473133.63,56422720.97
4,6989,2020,98838671.4,426903.93,98411767.47
7,41149,2018,19922822.98,186961.04,19735861.94
3,43869,2020,38201846.32,365417.98,37836428.34
5,15361,2022,32989005.89,111336.74,32877669.15
3,26815,2022,25524095.1,428722.51,25095372.59
3,2686,2019,921915.34,458142.44,463772.9
5,40217,2010,49359680.44,415795.19,48943885.25
6,17884,2018,31229265.69,190133.33,31039132.36
6,10304,2022,8847221.57,385021.59,8462199.98
4,79270,2014,2411439.0,78461.91,2332977.09
9,46249,2019,71147070.14,253002.73,70894067.41
7,47677,2021,91122110.92,409882.73,90712228.19
1,75365,2010,46837867.35,296143.56,46541723.79
8,46237,2010,79218443.62,406732.12,78811711.5
4,59971,2020,73700874.56,133199.03,73567675.53
4,33808,2011,6415872.32,473417.31,5942455.01
8,22734,2013,84353526.41,39137.4,84314389.01
2,24636,2015,46076901.63,72616.56,46004285.07
6,55839,2013,12681065.62,33999.49,12647066.13
7,58829,2014,48755469.19,164496.33,48590972.86
9,42081,2019,55085506.11,213021.94,54872484.17
6,74077,2011,7805758.93,206583.76,7599175.17
2,1043,2018,17992947.69,138653.35,17854294.34
3,11939,2013,20687500.46,216627.91,20470872.55
7,83472,2014,28509936.24,7365.49,28502570.75
1,37382,2010,24703182.5,153292.28,24549890.22
7,17407,2021,99192419.84,218709.9,98973709.94
4,48861,2010,13234641.77,360311.94,12874329.83
3,51966,2010,92857855.16,35490.65,92822364.51
8,23122,2010,97356355.18,8784.04,97347571.14
6,68443,2021,22979809.44,349958.88,22629850.56
7,13465,2019,43080489.58,99251.4,42981238.18
7,38300,2021,62672863.26,459757.12,62213106.14
5,8841,2019,49657238.26,383016.1,49274222.16
5,32338,2022,10864413.54,59629.39,10804784.15
5,15,2018,28200081.45,360702.17,27839379.28
1,48852,2014,79700257.35,261082.52,79439174.83
8,75884,2012,68719476.31,113361.18,68606115.13
3,23291,2011,70507148.06,167718.92,70339429.14
4,77430,2021,31841173.21,382286.76,31458886.45
7,21490,2016,25993825.94,283809.42,25710016.52
8,23523,2023,37772471.2,47665.57,37724805.63
2,15986,2020,41411963.39,435795.1,40976168.29
1,85517,2020,56269381.7,498650.36,55770731.34
8,76774,2014,15634113.1,400548.15,15233564.95
9,87366,2019,72575757.89,192341.87,72383416.02
5,61304,2020,70393626.81,35812.76,70357814.05
4,66469,2012,52537354.15,416382.86,52120971.29
8,50520,2023,62999881.22,498210.36,62501670.86
9,5170,2012,25983756.07,481575.13,25502180.94
3,75280,2017,85338087.72,328484.21,85009603.51
1,3902,2023,70104252.52,213278.89,69890973.63
5,45146,2011,88520403.0,223603.09,88296799.91
7,27831,2018,17546325.68,94806.05,17451519.63
5,18540,2020,44099524.21,490627.27,43608896.94
4,72064,2020,60417416.49,27308.09,60390108.4
6,65057,2012,27183125.06,241397.2,26941727.86
2,38580,2011,18677712.31,83832.4,18593879.91
7,22598,2010,34259405.88,199485.19,34059920.69
8,44871,2021,90994638.66,326212.95,90668425.71
9,68498,2021,12577674.62,24683.29,12552991.33
5,9023,2017,28598644.02,268240.8,28330403.22
2,19076,2023,34451040.93,38967.45,34412073.48
2,18679,2013,61888786.43,496367.84,61392418.59
4,29162,2023,48281635.04,109283.59,48172351.45
9,82233,2020,12215279.69,407555.34,11807724.35
9,24754,2017,2153344.98,280710.19,1872634.79
6,7619,2020,91148607.72,443626.23,90704981.49
9,67063,2016,92799335.53,182882.39,92616453.14
5,79686,2013,36811881.03,206237.96,36605643.07
7,85565,2016,48171819.22,323354.55,47848464.67
1,62600,2012,16907606.51,488145.99,16419460.52
9,16591,2020,64145429.87,485079.41,63660350.46
6,79362,2020,73511450.58,481338.77,73030111.81
9,86420,2010,23886519.08,442377.93,23444141.15
1,70380,2015,71998340.66,293310.06,71705030.6
3,59250,2023,56949254.9,226298.81,56722956.09
4,8266,2022,34861047.26,202080.67,34658966.59
7,3098,2019,26758549.97,91413.94,26667136.03
4,28091,2012,57901707.9,439266.43,57462441.47
9,86133,2016,37668173.78,340830.58,37327343.2
6,70061,2023,80894440.28,29890.15,80864550.13
3,52211,2016,25184995.41,494710.13,24690285.28
2,69876,2011,63711980.4,308017.46,63403962.94
5,57959,2012,240852.7,40232.43,200620.27
3,40222,2011,36553963.15,180989.42,36372973.73
3,65934,2020,38581764.45,225275.61,38356488.84
2,22822,2012,99785006.23,248460.89,99536545.34
7,10659,2013,84556702.33,1458.33,84555244.0
2,77209,2016,65602669.88,399951.13,65202718.75
6,45491,2013,88427663.76,485553.49,87942110.27
8,37154,2022,95726991.53,457537.58,95269453.95
2,68980,2013,92227862.42,412784.43,91815077.99
8,24140,2016,7409003.02,337023.95,7071979.07
5,26933,2017,70333161.28,386298.11,69946863.17
7,9333,2019,84248180.34,355806.54,83892373.8
9,19958,2023,20983861.45,420793.32,20563068.13
9,9180,2017,80107627.47,112980.18,79994647.29
3,11806,2012,3173433.73,348411.27,2825022.46
9,63643,2012,34325733.69,187333.28,34138400.41
8,54876,2011,56390265.86,89430.89,56300834.97
6,38944,2015,81108783.92,452898.35,80655885.57
2,27236,2020,93713611.25,14788.51,93698822.74
9,83106,2010,23536513.58,255081.06,23281432.52
4,73267,2023,87632386.65,108951.2,87523435.45
7,82843,2010,70700535.66,351359.25,70349176.41
8,48206,2016,49919523.54,160120.94,49759402.6
4,3821,2020,40235514.02,186401.2,40049112.82
5,36160,2023,83423191.24,298156.19,83125035.05
9,49225,2013,46613608.25,348995.59,46264612.66
2,75827,2018,1600829.74,187037.7,1413792.04
5,43988,2017,76124969.89,499994.09,75624975.8
4,16608,2013,1635537.79,234121.25,1401416.54
1,67551,2017,18523006.81,403315.04,18119691.77
5,50552,2011,34006547.86,165825.42,33840722.44
8,78071,2018,38916549.1,132744.06,38783805.04
4,27126,2018,79401236.0,224914.95,79176321.05
5,61243,2014,63294315.62,464671.13,62829644.49
7,65290,2017,26217528.96,109418.3,26108110.66
8,28806,2021,10041470.38,74746.03,9966724.35
8,68027,2014,37689025.94,83067.17,37605958.77
8,84381,2019,99731994.68,122462.77,99609531.91
1,15418,2012,45074501.48,162222.13,44912279.35
5,31113,2021,57508988.75,328935.12,57180053.63
