account_id,customer_id,balance,open_date
117,54455,9220.55,2022-10-13
118,49331,4998.22,2023-06-13
119,33059,301.08,2023-09-07
120,18488,9522.4,2023-06-05
121,38826,7524.72,2022-11-29
122,45520,2051.14,2022-09-15
123,17880,4803.11,2022-11-30
124,9230,203.87,2022-12-14
125,56350,1970.18,2023-07-19
126,63771,7775.1,2023-06-25
127,84071,8703.87,2022-10-25
128,53569,9471.7,2022-10-03
129,99939,2269.93,2023-07-10
130,1423,6369.05,2022-09-24
131,27590,5682.87,2022-12-08
132,15245,3640.12,2023-04-06
133,86761,7083.67,2023-09-01
134,25283,5680.9,2023-03-11
135,81551,6313.58,2023-07-05
136,15387,2155.63,2023-01-21
137,5706,2969.1,2023-02-07
138,72638,9830.16,2022-12-08
139,46152,3717.65,2023-01-15
140,17567,9342.22,2023-06-08
141,53582,7827.19,2023-01-13
142,8479,550.29,2022-12-18
143,58404,8345.72,2022-10-16
144,86184,1886.76,2022-09-23
145,53116,6139.52,2022-11-18
146,4000,4580.88,2023-01-31
147,56293,9793.35,2023-02-04
148,96890,4690.46,2023-06-23
149,68722,4432.24,2023-05-30
150,69208,8975.71,2023-02-05
151,94644,3985.14,2023-01-14
152,68619,7165.36,2023-05-30
153,66968,257.62,2023-08-31
154,97781,2931.06,2023-08-26
155,76615,5910.15,2023-05-08
156,54886,4336.2,2022-10-19
157,46974,3701.84,2023-08-17
158,81830,6078.44,2023-08-08
159,35076,2019.23,2023-05-26
160,6923,3515.57,2023-05-03
161,28939,4862.62,2023-01-30
162,69117,8013.65,2023-03-20
163,44116,314.4,2022-12-13
164,43389,840.81,2023-05-10
165,12606,9267.45,2023-02-21
166,89642,1376.07,2023-01-19
167,63512,1971.76,2022-12-27
168,53296,5048.23,2022-10-21
169,67557,448.14,2022-10-11
170,34917,5837.46,2023-01-19
171,56472,1263.78,2023-03-09
172,74649,6453.04,2022-11-25
173,36869,7424.21,2023-04-11
174,81579,3467.04,2023-03-28
175,47453,1296.38,2023-03-24
176,97212,3442.39,2023-09-04
177,30473,122.33,2022-10-29
178,19295,9088.59,2023-08-09
179,17984,7781.02,2022-11-10
180,89086,4492.23,2023-03-07
181,82291,5890.93,2023-08-13
182,77912,7219.79,2023-07-15
183,43731,3242.73,2023-07-26
184,53704,3539.82,2023-01-27
185,10723,6313.69,2023-05-19
186,59519,6978.91,2023-01-15
187,6851,7342.85,2022-09-16
188,24943,7490.25,2023-07-30
189,57936,8401.58,2022-12-10
190,9559,5599.74,2023-06-17
191,3475,1530.17,2023-02-15
192,37522,832.85,2022-12-29
193,42713,8958.96,2022-12-09
194,58705,4426.1,2022-11-29
195,54572,1572.51,2023-04-07
196,97105,350.4,2023-02-17
197,38893,2681.34,2022-10-03
198,60858,5392.52,2023-07-15
199,9413,1047.4,2023-02-05
200,43945,8812.74,2023-08-22
201,66799,6540.76,2023-03-18
202,42774,9077.06,2023-01-01
203,2190,7306.28,2022-12-21
204,34569,7821.66,2023-02-25
205,54331,385.35,2023-02-27
206,96999,6610.37,2023-05-26
207,59790,5187.8,2023-05-24
208,82446,3602.55,2023-07-12
209,339,3926.58,2022-10-22
210,59447,3862.32,2023-03-08
211,69368,6784.33,2023-08-31
212,46786,3824.48,2023-03-02
213,30954,8106.65,2023-01-02
214,39389,2415.71,2022-11-28
215,70691,6171.99,2023-01-04
216,725,8540.38,2023-07-01
217,9555,6782.41,2023-06-16
218,4044,1110.28,2022-11-12
219,46745,5522.47,2023-01-04
220,39326,6243.48,2023-07-27
221,3260,4009.56,2023-08-13
222,13429,9871.96,2022-12-22
223,43902,9804.18,2023-05-22
224,94086,8626.83,2023-06-04
225,16204,4603.25,2023-06-28
226,28838,7101.96,2023-05-24
227,73344,3355.38,2023-02-09
228,82326,9516.09,2023-03-19
229,72524,2261.78,2023-09-04
230,66773,9107.62,2023-02-13
231,15138,1699.31,2023-09-11
232,55491,6472.91,2023-01-23
233,24335,297.12,2023-03-17
234,16208,8237.31,2023-08-16
235,92205,9989.81,2022-12-23
236,39108,5608.06,2023-06-02
237,72090,6754.68,2023-07-30
238,5996,961.12,2023-09-08
239,30713,4995.46,2023-08-04
240,98182,4118.96,2023-06-11
241,25662,4078.73,2023-05-27
242,84892,665.6,2023-02-27
243,3646,1455.3,2022-09-17
244,95964,4144.25,2023-02-05
245,49430,9589.59,2023-08-06
246,18667,2708.52,2023-03-07
247,28297,2358.85,2023-07-28
248,44294,7715.79,2023-08-18
249,35716,9324.46,2023-07-19
250,76204,6995.55,2023-03-27
251,99993,4897.09,2022-12-29
252,68129,9692.91,2022-09-29
253,29029,7372.99,2022-09-24
254,58183,8432.61,2023-04-28
255,72214,3929.17,2023-06-08
256,45271,3023.84,2022-09-23
257,91781,4867.82,2023-02-03
258,47905,6732.36,2023-08-11
259,78642,1814.65,2022-10-26
260,7997,2515.47,2023-06-19
261,45024,6191.4,2022-09-23
262,81700,7325.5,2022-11-04
263,47432,7640.77,2022-12-24
264,95924,6888.49,2022-10-16
265,79908,6850.3,2022-11-19
266,11453,7106.7,2023-02-23
267,79128,2132.44,2023-01-15
268,94181,365.79,2023-01-02
269,8106,2234.86,2023-09-05
270,86704,688.51,2023-03-08
271,17464,1855.14,2023-01-24
272,13601,7998.19,2023-05-24
273,71771,6535.45,2023-03-26
274,79896,6852.16,2022-12-28
275,16414,3095.34,2022-12-10
276,80469,5726.66,2023-01-19
277,14143,3980.26,2022-11-15
278,29604,4101.13,2023-08-16
279,66092,821.3,2023-07-06
280,82623,7674.52,2023-08-11
281,15549,376.3,2023-04-30
282,87952,6166.84,2023-08-14
283,62177,9063.8,2023-09-14
284,38675,3181.0,2023-07-19
285,55496,7099.28,2023-07-17
286,95078,4679.28,2023-06-24
287,37309,5383.88,2022-09-30
288,5554,7183.1,2023-06-06
289,75534,8582.06,2023-08-17
290,49111,9395.26,2023-04-28
291,88531,8293.01,2023-02-18
292,90067,3493.22,2023-05-07
293,96982,6826.83,2023-01-27
294,1391,2276.2,2022-10-08
295,7919,2146.1,2023-07-11
296,40954,9509.64,2023-04-30
297,85043,9024.2,2023-04-10
298,1026,5416.67,2023-06-10
299,29167,6293.08,2022-11-18
300,8373,7572.24,2023-02-16
301,596,6809.16,2023-03-11
302,34127,1826.84,2023-01-19
303,75428,4670.59,2023-03-16
304,83077,9179.62,2022-10-17
305,71559,6013.79,2022-12-19
306,87997,5263.59,2023-07-28
307,45752,4867.05,2022-10-02
308,48663,7100.92,2022-10-12
309,56172,7322.68,2023-04-09
310,81273,8152.76,2023-06-27
311,86996,8007.01,2022-12-19
312,74096,4368.53,2023-03-04
313,48506,2338.5,2023-06-19
314,25382,5608.56,2023-02-08
315,98625,7070.41,2023-08-17
316,58118,5670.74,2023-06-24
317,14378,2273.09,2023-09-01
318,50011,198.64,2023-06-05
319,13398,5093.48,2023-05-20
320,48053,4793.7,2023-08-21
321,87575,1323.39,2023-04-25
322,87547,3668.94,2023-06-14
323,15581,9563.32,2023-02-25
324,51709,5796.67,2023-09-14
325,19329,7940.18,2023-04-13
326,18175,6720.38,2023-02-18
327,43875,2978.45,2023-08-04
328,64991,6815.64,2023-07-15
329,16981,9061.5,2023-02-07
330,41455,3709.52,2023-03-15
331,19502,5244.2,2023-08-24
332,96239,5345.01,2023-03-29
333,41007,5652.93,2022-12-01
334,47309,504.31,2023-03-02
335,30636,7434.31,2023-02-20
336,91263,946.97,2022-10-12
337,29748,8760.96,2023-05-04
338,28876,1245.14,2023-05-16
339,17702,8791.19,2023-02-26
340,7606,5002.26,2023-05-20
341,33603,2306.38,2023-04-15
342,16384,8933.48,2022-12-17
343,43790,9670.44,2023-07-17
344,37678,2342.27,2022-09-27
345,55154,4103.95,2022-11-11
346,51921,3239.5,2023-08-13
347,54794,6773.12,2022-11-26
348,27042,6927.41,2023-05-17
349,96019,5577.04,2023-06-13
350,99262,1191.75,2022-09-19
351,47897,5007.53,2023-05-23
352,9718,9820.33,2022-11-29
353,9651,8153.81,2023-08-22
354,88376,2217.51,2023-07-21
355,36129,6434.31,2023-07-22
356,23150,9136.18,2022-10-10
357,72739,677.94,2023-05-31
358,64334,1116.71,2022-12-18
359,65069,849.38,2023-08-11
360,65032,8861.63,2023-07-09
361,40124,5139.13,2022-12-22
362,9744,3705.59,2023-09-06
363,59747,5926.68,2023-03-18
364,67877,7873.04,2023-06-14
365,88522,3489.61,2023-05-26
366,94151,2149.92,2023-09-13
367,44247,3572.7,2023-08-12
368,77506,5374.55,2023-07-05
369,67020,538.11,2022-11-10
370,19371,1885.35,2022-10-05
371,20090,417.95,2023-02-13
372,80834,9137.89,2022-09-22
373,24525,2520.95,2023-02-13
374,60892,3661.18,2023-03-25
375,56782,9916.83,2023-03-08
376,71534,4234.99,2023-07-04
377,61642,6536.74,2022-12-17
378,25259,9680.57,2022-10-23
379,95097,6046.08,2023-01-02
380,47653,2480.88,2023-07-11
381,46413,2594.86,2023-01-04
382,45278,6660.56,2023-05-15
383,55605,718.37,2022-10-13
384,32700,9113.49,2022-11-27
385,24694,5512.27,2023-07-16
386,8061,7438.23,2023-01-18
387,81317,493.74,2023-08-04
388,52262,3177.2,2022-11-05
389,40897,309.41,2023-04-19
390,4856,935.25,2022-12-29
391,51675,5788.1,2023-02-18
392,63754,4807.75,2023-01-13
393,89903,6480.74,2023-02-25
394,48670,7209.7,2023-06-02
395,35456,8198.51,2022-11-28
396,11688,1960.47,2022-12-03
397,67573,5806.05,2023-01-23
398,75191,1581.06,2023-08-04
399,71216,1521.56,2023-07-16
400,39929,998.53,2023-02-02
401,76393,2364.7,2023-01-18
402,9740,9368.99,2023-05-23
403,17063,8816.09,2023-08-05
404,71067,5291.84,2023-05-25
405,59625,3345.23,2023-04-28
406,22998,834.11,2022-10-25
407,59233,5960.41,2023-08-02
408,42330,9565.04,2023-06-10
409,48639,4600.16,2023-07-19
410,91776,747.63,2023-05-10
411,17072,6617.44,2023-05-03
412,43879,7950.8,2023-01-20
413,32816,3372.72,2023-09-09
414,48863,6580.73,2023-04-11
415,23171,4719.97,2023-01-14
416,42168,1675.53,2023-02-19
417,86562,4916.85,2022-09-29
418,67049,1045.22,2023-07-11
419,56863,1522.93,2023-08-28
420,88200,1344.4,2023-02-20
421,88275,9840.99,2022-10-19
422,50709,5142.46,2023-01-04
423,28263,1416.43,2023-03-11
424,20091,5437.24,2023-02-04
425,89227,5314.32,2023-04-01
426,61708,4218.64,2023-03-07
427,14898,8499.09,2023-08-10
428,23354,8475.37,2023-06-12
429,65097,1033.47,2022-10-04
430,70128,2143.06,2023-02-06
431,88723,3237.92,2023-06-13
432,90059,7363.45,2023-09-10
433,79485,8379.5,2022-11-30
434,52127,7416.39,2023-02-11
435,61724,8369.3,2023-03-02
436,29750,7421.55,2022-09-23
437,8794,6909.65,2023-08-27
438,44127,9996.32,2023-09-12
439,9176,4429.75,2023-01-30
440,22151,534.9,2022-12-30
441,66774,9563.22,2022-11-10
442,11631,5691.67,2023-01-17
443,54273,4508.47,2023-06-16
444,86466,3692.28,2023-01-01
445,35532,5135.93,2022-11-24
446,68379,237.98,2022-12-02
447,26172,491.8,2023-07-21
448,80383,6159.86,2023-01-27
449,36299,1521.99,2022-11-13
450,51965,5116.01,2023-05-30
451,83061,2164.56,2023-02-21
452,80186,3132.29,2023-04-11
453,93168,2716.02,2022-10-16
454,10501,6983.23,2023-08-07
455,17537,5618.29,2022-11-21
456,49619,9173.85,2023-06-10
457,52089,806.62,2023-01-25
458,73811,4391.84,2022-11-04
459,1058,1979.93,2023-04-02
460,47093,5591.07,2023-03-23
461,78168,1811.7,2023-04-06
462,88406,371.59,2023-04-15
463,91849,3211.12,2023-07-18
464,39257,6163.22,2022-11-28
465,56823,2112.58,2023-01-24
466,24535,338.2,2023-03-02
467,88494,5819.21,2022-11-18
468,17153,192.61,2023-07-29
469,83086,8543.66,2023-04-29
470,2025,3948.91,2023-05-27
471,70630,2754.95,2023-08-12
472,86496,4911.32,2023-07-04
473,79348,6290.76,2023-03-25
474,73869,1319.18,2022-09-26
475,1667,2303.14,2023-07-18
476,77535,2837.69,2022-12-02
477,75155,3457.82,2023-01-06
478,27935,5743.6,2022-09-28
479,43822,8343.76,2023-08-28
480,93716,2593.19,2023-02-08
481,1887,7476.75,2023-03-15
482,99800,8583.21,2023-05-21
483,27272,8397.03,2022-12-10
484,40814,7958.46,2023-03-28
485,45353,5394.85,2023-04-19
486,99711,1867.86,2023-04-29
487,14469,1053.05,2022-11-27
488,87201,2414.67,2022-10-03
489,32381,8871.18,2022-11-17
490,742,813.67,2023-01-30
491,60741,4668.05,2023-03-25
492,55641,5691.94,2023-07-09
493,6004,7401.38,2023-07-15
494,92045,7871.59,2023-06-10
495,39123,7817.35,2022-12-06
496,96514,1996.0,2023-07-13
497,25047,608.36,2023-01-18
498,1220,1271.29,2023-05-01
499,92954,3259.89,2022-09-15
500,75666,3410.21,2023-07-15
501,44847,2565.87,2022-10-07
502,5171,6879.04,2023-03-11
503,64231,5828.06,2023-07-07
504,40305,8863.11,2023-09-09
505,40758,902.26,2023-08-16
506,85055,6548.5,2023-03-21
507,56242,8684.24,2023-03-27
508,41609,7718.91,2023-05-14
509,65868,7187.55,2023-03-24
510,25844,1908.17,2023-03-07
511,27302,7626.48,2023-06-29
512,88018,1211.14,2022-11-08
513,91815,7946.05,2023-05-23
514,97956,957.95,2023-08-21
515,90091,1666.01,2022-09-19
516,97735,2170.99,2023-07-09
517,64821,1044.72,2023-01-25
518,42230,3704.94,2023-09-08
519,90862,9836.2,2022-11-17
520,12099,3400.71,2023-09-09
521,72801,1139.51,2023-07-29
522,27690,2625.86,2022-11-02
523,12787,7698.87,2022-10-22
524,88405,4046.72,2023-06-07
525,82509,8241.15,2022-11-11
526,64201,7495.12,2023-05-17
527,73044,5401.99,2023-07-30
528,84689,1178.33,2023-02-23
529,40606,4554.96,2023-08-01
530,16185,9555.59,2023-07-29
531,44303,1149.66,2023-02-15
532,53104,5620.16,2023-02-25
533,75375,6219.55,2022-11-18
534,60786,1308.6,2023-03-17
535,80163,7994.49,2023-04-13
536,93435,7475.34,2022-12-03
537,68941,3459.13,2023-07-11
538,1905,5220.29,2023-03-17
539,35403,5492.76,2023-08-11
540,40738,4789.14,2023-07-19
541,76459,728.01,2023-03-20
542,25462,3951.88,2022-11-03
543,34645,6224.45,2023-02-07
544,40599,9037.36,2023-05-20
545,78108,2054.6,2023-08-24
546,80200,2464.62,2023-07-19
547,63498,9929.21,2023-01-22
548,5350,9133.54,2022-11-05
549,73567,3936.82,2022-10-16
550,61767,1049.89,2022-11-28
551,83647,4030.87,2023-08-08
552,88059,3823.77,2022-09-21
553,4367,4920.49,2023-02-09
554,24912,650.33,2023-08-20
555,29137,8089.61,2023-01-03
556,57179,7623.42,2022-11-01
557,35575,6774.42,2022-10-22
558,98529,3829.28,2023-03-12
559,26453,1966.85,2023-08-22
560,72835,9425.13,2023-04-05
561,27386,3185.31,2023-04-01
562,3761,5662.89,2023-09-11
563,59214,428.19,2022-11-10
564,57240,4284.73,2023-06-27
565,87447,4922.27,2023-01-09
566,74132,4174.89,2023-01-13
567,47992,8666.23,2022-09-18
568,8086,8557.58,2023-07-03
569,27309,1095.17,2023-09-04
570,20423,1421.99,2023-04-09
571,79790,9892.85,2022-11-27
572,10303,1243.18,2022-10-26
573,100000,6264.38,2023-04-21
574,17233,9378.76,2023-02-26
575,32608,4053.58,2023-05-29
576,28704,263.79,2023-03-18
577,20748,4259.68,2022-12-31
578,64403,6885.95,2022-12-03
579,30907,3903.49,2022-10-18
580,29186,6927.88,2023-07-20
581,59537,5534.03,2022-12-13
582,68911,5794.88,2022-10-22
583,39498,7394.24,2023-04-24
584,4798,6239.45,2023-08-27
585,40538,8458.54,2022-12-13
586,95574,5525.9,2023-08-11
587,79751,1536.65,2022-10-29
588,34938,3340.29,2023-06-15
589,2232,6465.16,2022-11-10
590,68355,1895.75,2022-10-21
591,81923,8358.83,2023-07-21
592,50357,435.48,2023-02-10
593,83912,5255.63,2023-03-06
594,45172,4458.98,2023-07-03
595,25096,6211.47,2022-12-03
596,12405,8099.9,2022-09-16
597,85218,7270.22,2023-07-11
598,47277,2982.64,2023-01-31
599,17834,744.73,2023-05-24
600,46241,7249.25,2022-12-22
601,93401,8383.66,2023-05-28
602,18141,6124.61,2022-11-11
603,96812,6619.36,2023-03-24
604,59704,229.71,2023-03-15
605,12073,6003.34,2023-03-04
606,801,2504.08,2023-03-06
607,73898,199.55,2023-06-25
608,10566,3965.98,2022-11-02
609,41097,7682.93,2022-12-19
610,26790,8781.33,2023-07-16
611,57290,273.24,2023-08-05
612,38504,5975.74,2022-09-18
613,51365,4554.19,2022-12-19
614,21241,9604.83,2022-12-04
615,84102,4707.2,2023-02-23
616,16047,8537.67,2023-03-21
617,96139,2000.49,2023-07-23
618,20298,7594.61,2023-02-17
619,50681,1595.13,2022-10-08
620,85130,8601.97,2022-10-10
621,11246,9872.12,2022-11-23
622,93111,5059.46,2023-03-08
623,47123,753.79,2023-08-14
624,2674,9641.66,2023-04-22
625,86512,8932.55,2023-06-23
626,45925,9040.28,2023-05-07
627,58196,8242.51,2023-05-29
628,86643,4270.78,2023-04-05
629,3843,9385.64,2022-11-11
630,67428,4169.57,2023-07-12
631,10072,1464.08,2023-04-15
632,41547,8033.38,2023-03-05
633,297,5742.63,2023-07-26
634,59063,156.01,2023-07-12
635,12568,5339.64,2022-09-24
636,30597,8372.96,2023-08-14
637,4042,9293.5,2022-10-13
638,41549,1147.95,2023-09-05
639,41291,1185.89,2022-12-25
640,86846,6368.9,2022-12-20
641,35207,748.86,2023-04-23
642,59663,7076.15,2023-03-31
643,72674,5999.48,2023-07-31
644,81834,2397.96,2023-09-12
645,39577,9241.16,2022-09-22
646,62058,109.81,2022-11-19
647,30265,9939.0,2023-01-23
648,27892,7437.68,2023-01-05
649,18699,5032.66,2023-08-28
650,93976,9585.5,2023-03-09
651,62743,4605.45,2022-10-22
652,23590,3664.4,2022-09-24
653,11659,8699.08,2022-09-15
654,20568,8483.59,2023-03-03
655,99973,349.11,2022-11-27
656,37930,8732.64,2023-03-08
657,11489,5531.19,2023-08-04
658,46322,9714.02,2023-02-23
659,79074,1015.77,2023-09-01
660,81672,2928.86,2023-09-11
661,52784,7467.52,2023-02-02
662,77780,3998.38,2022-12-10
663,56206,7852.93,2022-11-13
664,2295,2820.3,2023-02-19
665,73486,1928.39,2022-09-17
666,37668,7620.43,2023-01-20
667,23432,6637.04,2023-01-17
668,306,1078.23,2022-10-21
669,79442,8604.95,2023-04-02
670,48983,1585.86,2023-05-17
671,64921,5850.28,2022-09-16
672,49028,2920.52,2023-02-27
673,55444,1064.7,2023-03-02
674,74083,6361.72,2023-06-30
675,80778,6211.74,2022-10-02
676,14062,588.73,2023-04-28
677,6628,9720.49,2022-12-23
678,84980,3523.27,2023-03-21
679,73821,4520.23,2023-06-18
680,97364,5000.43,2022-10-12
681,84922,2299.93,2022-10-26
682,28107,2029.85,2022-12-05
683,45189,5180.94,2023-01-14
684,20252,8497.34,2023-03-09
685,83478,5574.04,2023-01-12
686,62987,7302.07,2023-05-30
687,82449,1720.42,2023-03-25
688,67493,6739.34,2023-05-22
689,66338,4464.21,2023-01-14
690,53729,5239.81,2023-03-29
691,5874,7310.83,2023-05-28
692,9820,1207.05,2023-07-10
693,83014,9685.28,2023-06-29
694,38141,6672.86,2023-04-13
695,1741,9641.13,2022-11-23
696,1617,7048.78,2023-09-13
697,73287,552.87,2023-03-12
698,42717,5548.85,2023-01-13
699,25379,9297.09,2023-03-20
700,53223,7296.54,2023-03-17
701,72338,4956.26,2023-05-13
702,61814,2247.36,2023-03-25
703,19364,2868.44,2023-02-03
704,93993,1472.78,2023-08-18
705,25489,1313.57,2023-03-07
706,62906,194.86,2023-05-13
707,34101,7837.48,2023-09-07
708,86034,6444.79,2022-11-07
709,91464,9107.18,2023-03-07
710,83760,2879.23,2023-02-09
711,31692,728.02,2023-06-09
712,73562,8033.73,2022-10-14
713,46670,7598.49,2022-12-11
714,55621,7447.86,2022-11-09
715,73664,268.76,2023-04-09
716,98186,651.51,2022-12-31
717,95945,270.99,2023-04-20
718,28236,7745.28,2022-10-26
719,83231,7630.78,2023-01-17
720,40513,8332.69,2023-06-06
721,49805,7519.39,2022-09-18
722,89765,7512.58,2022-12-15
723,78811,4191.94,2022-11-30
724,37545,3697.13,2023-04-01
725,734,6516.97,2023-02-13
726,42225,4646.78,2022-09-18
727,6524,3264.19,2022-09-19
728,85052,9784.48,2022-09-30
729,18057,2334.61,2023-08-27
730,8484,6759.62,2023-05-10
731,99636,3414.57,2022-09-29
732,49771,269.01,2023-06-15
733,12180,7207.52,2023-08-08
734,57669,1221.31,2022-11-14
735,37776,2756.34,2022-10-07
736,77489,3776.88,2023-08-03
737,13064,6786.49,2023-01-14
738,61055,4351.29,2023-08-05
739,19538,8385.21,2023-06-08
740,9421,6109.51,2023-08-26
741,75511,570.28,2023-05-21
742,14097,9006.96,2023-02-27
743,7592,1505.64,2022-11-30
744,20618,5364.46,2023-03-11
745,37725,941.12,2022-12-30
746,8546,361.06,2023-03-16
747,35642,7873.54,2023-08-29
748,98331,1164.34,2023-02-08
749,11093,6401.8,2022-11-08
750,83412,9001.49,2023-07-16
751,73275,808.54,2023-05-29
752,74439,8226.0,2023-05-13
753,93123,232.33,2023-02-13
754,44352,2994.22,2023-05-14
755,51661,1783.99,2023-07-01
756,96861,6974.56,2023-05-28
757,90916,3753.89,2023-05-29
758,87162,6760.01,2022-10-11
759,41661,8981.04,2022-11-23
760,62877,5878.04,2023-07-07
761,5429,507.14,2023-04-28
762,72163,4176.45,2022-11-07
763,37806,9306.39,2023-01-10
764,2312,5251.11,2022-11-28
765,63586,1050.93,2023-08-13
766,57204,5483.93,2023-09-05
767,67115,3878.29,2023-01-04
768,91193,5777.47,2023-08-05
769,6700,1287.99,2023-04-12
770,92795,892.71,2023-03-15
771,24535,9446.71,2023-02-02
772,99288,3578.74,2023-08-04
773,8374,7103.12,2023-05-29
774,26054,3546.16,2022-09-24
775,57858,3069.98,2022-12-25
776,55776,5981.7,2023-07-05
777,92874,7727.21,2023-02-23
778,26591,8665.73,2023-06-17
779,34198,3330.39,2023-03-15
780,32141,2797.21,2023-05-04
781,43463,180.11,2023-01-20
782,7577,7929.61,2023-08-02
783,7821,3783.95,2022-12-01
784,49659,5514.89,2023-03-11
785,95818,8322.32,2022-11-15
786,98501,7688.97,2023-05-11
787,23814,3303.83,2023-07-18
788,37766,1627.31,2023-06-07
789,917,7395.67,2023-07-05
790,15664,5373.08,2023-03-01
791,37275,4857.28,2023-08-24
792,69397,8335.52,2023-05-09
793,16266,4589.99,2023-04-27
794,5320,4330.03,2023-02-02
795,90980,1345.9,2022-12-01
796,75626,5819.24,2023-08-07
797,33053,3650.84,2023-07-28
798,20116,2267.63,2023-07-06
799,83787,514.64,2023-06-07
800,24595,9687.38,2023-06-20
801,13557,405.11,2023-05-11
802,8529,5755.92,2023-05-18
803,6982,5312.57,2022-10-01
804,90682,1352.29,2022-10-29
805,9708,7080.62,2023-01-06
806,49307,8195.44,2023-08-15
807,91844,5915.48,2023-05-21
808,49578,2062.27,2023-05-30
809,73290,9938.75,2022-12-14
810,73653,5742.17,2023-03-15
811,53603,2680.84,2023-08-24
812,36239,7086.3,2023-08-14
813,45978,9194.53,2023-07-31
814,91160,7177.1,2023-08-23
815,5482,4314.14,2023-05-23
816,69539,2727.13,2023-08-31
817,2666,8299.0,2023-03-10
818,17823,1805.36,2023-03-02
819,73975,4617.0,2023-06-13
820,37835,8520.3,2023-07-01
821,22261,8400.0,2023-06-16
822,64207,5220.85,2023-05-02
823,69432,3301.51,2022-11-23
824,35241,3587.62,2023-06-04
825,2215,9490.71,2022-09-25
826,4515,1170.86,2022-09-19
827,12277,3946.77,2022-09-19
