location_id,transaction_id,latitude,longitude
72,84661,-41.49494700,104.07161500
73,97001,-82.92189250,-76.23553300
74,80945,0.18644750,133.31330500
75,45536,65.82537150,175.49986000
76,14116,51.29363850,167.30640000
77,33487,-48.96336050,-157.28476200
78,87082,-74.62054250,37.74702900
79,73062,-52.09537700,93.05148000
80,55189,-61.90318200,136.81333500
81,29876,6.63426850,-151.27015800
82,1553,75.27831000,-56.34655100
83,14672,32.57545350,-143.63748900
84,8696,-18.84964650,-73.15953400
85,67420,-79.85523450,-2.35711900
86,9014,79.76282700,-51.09540800
87,77903,-24.28696650,-157.76970500
88,37409,88.94765300,-80.62418300
89,17362,32.27527000,-139.10873100
90,81935,60.88543550,81.19444100
91,52786,16.80000350,-140.06053300
92,77441,-88.83079800,60.17884400
93,64471,-70.06066350,175.79627800
94,59062,55.98743450,95.40233200
95,52209,42.13611950,37.33407800
96,78018,26.67201900,54.52255500
97,16070,-53.77685100,84.68540600
98,19270,-59.90164600,6.30992800
99,81246,-34.29365150,-80.70836500
100,34280,-22.38829300,-110.85593700
101,21169,12.34287900,71.60249200
102,90051,-66.87406400,8.03490300
103,7453,22.53941800,-169.54714200
104,89086,84.57857800,-67.52285600
105,17422,-60.67805150,-111.51477100
106,56095,56.30307650,101.29934900
107,7348,54.09030250,115.94839100
108,50357,64.05266900,43.18747800
109,94992,65.23001850,-128.87214800
110,32989,57.98533050,143.98423200
111,23392,22.88270950,37.63297500
112,9268,-64.11738250,-24.75040500
113,33525,-79.33648200,97.68067700
114,42048,-6.39015950,-116.46072300
115,8903,-41.34752700,177.58132800
116,92385,19.43802300,63.35712900
117,85416,48.34203900,2.28451200
118,80770,83.62287950,-37.58029500
119,50681,-64.54390250,-90.43353300
120,36447,-56.98560050,-134.87239600
121,83993,-7.53292000,-175.39007400
122,47444,89.31652050,120.70528500
123,37851,-70.17771950,122.20022700
124,5336,-57.42485500,166.97587400
125,87380,-34.53172750,-35.03078000
126,95519,-6.38778500,22.49827300
127,97208,3.62296050,1.46483200
128,97377,-46.62186650,170.52984100
129,59504,-44.22895200,-175.56064300
130,36110,42.99553350,-102.21466000
131,31786,72.39192150,40.49222200
132,94865,-0.35067050,-169.64011200
133,65018,72.34148150,-129.34023200
134,57569,-61.50682650,-0.63610300
135,75810,21.48716700,-47.64194300
136,2003,1.69925150,-51.70474700
137,43949,52.14744300,52.26632000
138,24424,-88.02355450,165.28798300
139,30832,84.68870100,177.68707600
140,38322,38.93735100,80.32422900
141,49175,26.01649250,-112.87531100
142,49098,-11.97827200,-81.70225300
143,55553,-45.67868050,-162.83031500
144,61609,-81.33206050,154.30848800
145,44403,-46.48132300,-118.63528100
146,66993,-23.39192250,104.74557400
147,25973,47.11959050,-47.88830800
148,32839,-56.36063600,112.29251900
149,64681,51.99675400,-29.88199500
150,53724,16.08383550,68.78965500
151,3190,-64.97805150,159.65242700
152,20148,-52.96065600,-111.22737900
153,48165,77.48280950,21.14116400
154,71970,41.02697800,-59.90783600
155,24468,-1.10541050,127.03590900
156,3888,-35.80028650,16.55591300
157,8774,-12.98193000,47.74550000
158,96203,-2.20744200,-173.44215600
159,21640,83.48559950,3.89846700
160,29370,39.63163000,-125.94426400
161,28799,58.39510400,-91.36023800
162,62769,-28.27274550,-131.17739600
163,7861,72.90998850,143.34230600
164,92805,84.65745650,151.37649800
165,91349,6.98796200,-82.76390300
166,20650,-52.22861750,170.14257000
167,53170,-27.39948200,-125.28152200
168,38656,-46.20521050,163.02419600
169,19744,-29.52532000,31.50858000
170,14098,-88.60750200,-40.90390600
171,31351,-72.60005200,89.12615300
172,15329,35.35573800,27.93207600
173,4778,29.24152200,-54.85604800
174,24670,37.12455400,165.86188100
175,84881,56.38022950,25.42124300
176,39459,-79.30546850,51.45452500
177,481,-37.25206900,62.80727000
178,41716,-18.36187900,137.29823500
179,72703,-85.30374600,-119.89163300
180,62982,58.04755800,87.49859800
181,17943,-14.81940100,-112.84971000
182,93604,62.35999800,35.35261500
183,20005,-23.16526800,57.51751800
184,33515,-42.25138950,-118.24689700
185,87147,-18.50901350,-97.75421200
186,41210,-85.34187350,-17.90239300
187,57578,56.88424350,-7.45082000
188,75922,-30.66337200,97.91722200
189,71633,17.59613100,90.95766700
190,96224,57.08084750,164.60985300
191,61922,62.59280000,-171.98908400
192,45495,-49.90625000,173.28647300
193,1557,16.70738400,77.74711900
194,35513,-7.94185500,-139.42207000
195,73156,-19.74003300,-139.10497600
196,26532,82.88884650,-21.65238500
197,26859,-38.86738750,23.30988200
198,95287,-42.90580400,173.58890100
199,62755,76.29098900,86.16191100
200,45206,-79.33094050,52.33481500
201,25127,1.64351300,-34.85992600
202,4544,-57.15422300,17.75917100
203,62421,-38.04813000,130.44441100
204,29464,-66.07725300,161.76800900
205,13957,45.35629300,176.41286200
206,57824,-9.22828600,-26.78445700
207,6514,-17.33956400,50.15185700
208,22747,-0.83000600,-45.63690500
209,36625,32.14996150,143.61769700
210,40447,21.42856800,-16.21006200
211,76658,55.67174650,-4.13969300
212,94112,-72.74387450,-99.75680800
213,77220,83.31112700,112.42272500
214,8571,-3.25545650,130.17710200
215,68416,86.14318750,44.85707700
216,4991,-41.08999700,59.46519700
217,11167,87.06849350,95.20554200
218,30852,-38.03615950,21.95242100
219,55341,70.17393200,-68.97369100
220,27053,-48.97389350,55.12008900
221,69515,49.11317600,63.07340600
222,71558,-81.60432550,-62.01227600
223,52349,-66.75537700,-148.85592000
224,97196,30.14600500,179.98957400
225,45905,13.39224700,176.07760100
226,83868,79.97260450,-124.51354900
227,17277,-71.09886950,118.21722600
228,72377,16.88570900,19.54854700
229,67416,-45.39991650,-41.62287600
230,4106,25.41300750,22.47718200
231,60565,-15.56755050,125.42331700
232,34932,34.42152350,-159.45424200
233,17573,57.23382500,12.62086100
234,63956,-49.67052600,124.98001900
235,47102,-68.28232300,-95.82654600
236,36836,-21.42335050,-108.96927700
237,44294,-12.59203650,-73.81013700
238,9033,15.84241550,-11.58804500
239,28921,-50.16984500,-70.42817000
240,81699,5.27906750,-129.60777600
241,61072,58.53816400,142.28118200
242,19654,60.49782200,141.20846800
243,783,85.11424600,-122.02720400
244,97421,-45.55676900,134.16644100
245,32046,44.46579150,170.77847800
246,24539,-59.93909700,-74.65251400
247,62936,-73.75054050,-119.95863700
248,99990,-56.59455100,25.64867900
249,79347,-42.26212550,-152.64048200
250,35836,-14.37270200,-20.07098300
251,2423,66.25668100,-48.03363000
252,81118,-25.14755050,26.31382000
253,20441,-82.04919550,27.58040600
254,42974,72.36330000,45.74281300
255,5086,-49.61196400,73.03072800
256,69811,-85.21233650,-30.86486500
257,24871,-35.22577400,-176.10180700
258,29425,20.25084200,-2.75863100
259,94427,22.36580900,-82.15788200
260,34396,79.21863400,179.88125100
261,54603,-66.63685000,36.49342200
262,5260,52.76867850,69.68251600
263,96475,40.89563050,157.91924600
264,96008,-84.04787200,-97.36366400
265,89013,15.75548200,-131.32264300
266,16065,12.45034450,23.13449500
267,7651,-33.43144300,-179.26574700
268,46235,-11.65276100,58.04026900
269,33681,50.35988150,75.57710000
270,86814,-57.29944250,32.69437300
271,65938,80.60513800,151.28838800
272,45653,89.65198350,40.83776100
273,85160,-41.24226150,-6.92936600
274,21767,-53.80336650,151.38710300
275,4889,35.10199550,-122.79963600
276,42247,63.15774650,-144.49691100
277,97664,-23.14005400,-71.93821600
278,68345,13.53074600,-53.09218300
279,73465,84.35732100,-38.43906200
280,3836,-4.67339700,129.91563400
281,24835,50.90730750,-100.59044400
282,41941,53.59863000,-134.82259700
283,81675,19.60863750,76.88750300
284,34582,-25.90475150,56.85165500
285,45003,-29.41349950,82.11508400
286,17845,40.28972950,-175.44607900
287,90393,-46.00224150,-16.96271500
288,871,46.97478100,93.65174900
289,98335,-87.21490400,-108.08489200
290,50860,-88.07982150,82.48485200
291,28718,62.23916950,159.00619200
292,45022,-62.19516450,95.81125200
293,17841,38.83968450,30.70887400
294,32491,58.41298350,-95.62706300
295,84782,-55.78556950,-98.35172100
296,67705,69.66191550,118.52750000
297,96239,49.17184200,-136.49109600
298,76650,-81.94049050,14.69604800
299,36930,-55.39343950,-63.98980700
300,50997,79.36658050,-27.16360400
301,66593,57.32823800,160.52030200
302,63998,-45.03506400,-136.17869700
303,53104,-64.04074000,26.20374500
304,92031,45.34734750,133.19788000
305,4156,70.54310150,4.88312900
306,18880,84.11393150,119.67188400
307,50063,26.63894850,-178.52074400
308,21262,-36.63872850,-58.55862500
309,69601,-74.69038550,-170.01739100
310,8950,82.04525350,-95.90400100
311,36250,47.82778900,-34.64745200
312,78448,25.32241600,-28.63516700
313,57957,80.47727250,22.01087400
314,35155,-59.10656450,7.09751400
315,45425,87.88945200,-68.62415500
316,83516,-51.95761100,38.48004000
317,18378,79.49290650,-40.79000400
318,17064,-6.67275950,57.09100900
319,12052,-17.19032600,-165.84465400
320,74458,31.10323300,139.48556800
321,7270,-8.40537100,-113.79191200
322,50581,-12.51846700,-53.22830100
323,63643,12.93110650,50.37087100
324,77632,63.79034600,82.12482100
325,66751,68.23217850,61.30215200
326,84577,72.09082300,147.19912700
327,56272,-52.68578500,-148.14617300
328,64172,4.60736650,56.06225500
329,21059,56.79924850,-157.00534200
330,41397,-28.36574850,152.27313500
331,32730,-17.26999750,126.27256000
332,70784,26.13724350,-148.86679200
333,77635,27.18518000,-150.32375900
334,79543,-5.18317250,71.74894600
335,22890,47.93502600,171.12884500
336,68159,-78.17104200,169.14658300
337,18453,54.01282500,67.71986300
338,18867,16.75300500,20.39398400
339,77795,-81.89035800,58.86901200
340,73407,76.65031050,59.95363100
341,86852,-14.81261100,162.72127800
342,97803,76.75063700,67.40892100
343,64620,77.82588700,-36.60817400
344,80882,-20.75337350,130.29398400
345,51075,-38.30218050,48.88014000
346,1602,58.16702000,-84.56441900
347,56664,17.24426050,-34.39861300
348,51999,66.69046800,31.82389100
349,91494,-31.15292000,-60.40745000
350,21123,-35.47640550,-56.79924000
351,19041,-79.20827750,-102.21430800
352,74357,56.44982550,-135.10260800
353,89458,89.21148900,-22.44896800
354,6279,52.19852550,160.14917700
355,32409,72.59286550,-7.71717000
356,80657,-57.37333900,-88.53272400
357,79592,40.97503500,-81.25039600
358,95601,-32.25598100,110.95336600
359,13728,22.30434800,-118.63334100
360,84548,-54.95981600,-150.44683500
361,39673,-71.34647700,171.32406000
362,76673,-16.84228600,101.49459700
363,52314,-74.17168800,135.65348000
364,46548,-27.62990850,117.98469300
365,87945,-53.12548550,-35.62844600
366,58480,5.83364600,130.23182000
367,11919,18.68289900,126.68545600
368,93790,-28.68958650,-47.11314200
369,23593,62.73372800,-167.83412200
370,24079,-47.38843650,-46.08470600
371,32623,-30.64999550,24.20241000
372,93213,-77.09008400,-52.80654000
373,75631,42.66425900,-143.25560700
374,53856,-18.46882150,31.86478300
375,90315,64.58550100,18.19214000
376,58450,61.60051050,30.08536700
377,14872,-24.97787050,136.11819400
378,25592,13.01051800,57.90564600
379,3767,-21.25522300,-66.92512900
380,76642,48.64049700,24.96513000
381,56123,65.72795950,-84.21459800
382,96897,20.72682800,72.22608100
383,70458,36.61421250,20.91939900
384,83656,-27.07795400,85.24831000
385,32982,-8.13323000,-144.75916700
386,3747,-39.00396950,60.71484500
387,92750,-35.06140850,27.62839600
388,94255,-28.52815900,-106.09502100
389,87800,83.39839950,177.45882800
390,57052,-69.40884000,110.48448800
391,66834,-35.76964850,101.76081100
392,14633,68.76884050,11.12587100
393,67399,-86.96005500,97.71687600
394,83582,-40.85691950,-101.97397200
395,405,46.00586600,170.12789400
396,85768,40.30942800,-94.22504200
397,36465,10.17823400,-136.51870100
398,42890,-24.61002850,-85.97989300
399,91973,-25.44192900,-63.24394600
400,30971,41.83374350,13.16656000
401,24416,-40.62472900,5.31600200
402,82464,48.61599400,101.16719800
403,10972,-86.14831550,-66.07017500
404,52248,-78.95248650,-24.78447400
405,99186,30.91479250,-135.74613900
406,41436,45.51096250,177.33374500
407,55567,-64.97391150,179.94742600
408,75926,-26.43238850,99.12227500
409,53320,17.98732450,165.77078800
410,55627,-63.73690450,56.12859100
411,94805,-29.26876100,-111.77476900
412,27335,-5.83826100,-158.14876400
413,29516,0.51249950,164.12612000
414,79831,-69.15110650,-138.02173700
415,3737,-28.74664000,33.37100700
416,17828,31.59963650,-128.68295500
417,66684,60.86874350,-83.80520700
418,65732,18.55627700,-84.71791000
419,42395,-40.43568100,20.21454000
420,22678,-9.39276000,156.92619300
421,87384,73.32277350,90.27707800
422,80797,-76.01171250,64.31590400
423,97758,84.65563450,152.14296100
424,14581,88.83184300,158.01791100
425,5712,20.90559900,-118.95276200
426,91034,27.31279450,-170.04723100
427,25244,-72.72931400,-111.37479800
428,1137,-12.62002350,62.67348400
429,85353,40.08212750,28.79608000
430,93311,80.03618200,151.61750700
431,70919,-30.15382800,179.59194000
432,997,83.47174850,-47.73884100
433,12690,-1.92740450,-72.73246000
434,49796,-0.68281750,-127.74082100
435,43880,52.56752850,61.18428100
436,57040,2.52528400,138.11723800
437,4137,61.99789650,-39.29922700
438,55145,-86.49785700,-50.05758700
439,42821,-53.43032300,-10.25675200
440,60542,51.32789150,153.60628600
441,59541,24.82362100,-172.65991400
442,64999,89.04335150,44.29653900
443,17286,-88.06805100,0.60565000
444,85971,-38.56144300,84.62089600
445,38090,42.25322700,7.59683100
446,58005,-68.32786250,-29.09701100
447,7773,68.39904650,20.34956900
448,58165,-81.18172100,154.64026300
449,72205,-46.53233500,144.20867200
450,44155,66.25324750,47.43096800
451,60435,-14.77347000,-14.81824400
452,39111,78.85869150,177.70547400
453,10525,83.74074650,149.25125900
454,15945,-0.24327500,103.02174600
455,44455,26.43834050,-58.43905200
456,17888,43.75965850,109.40249200
457,30780,-47.78270900,-29.45987800
458,93578,-78.36962650,-71.80075600
459,88741,-28.07870650,141.47417300
460,4575,88.03011250,-64.01106300
461,79205,-17.94791950,105.37827800
462,14033,-48.66723350,135.16271100
463,7542,7.86201650,175.70252800
464,71193,-35.85054300,26.37206400
465,57194,35.42292150,86.28505200
466,62900,-36.24687250,-105.67184700
467,72993,86.54453900,-21.58502700
468,90228,-86.76983400,82.01153900
469,36600,-28.71201100,-113.15172600
470,91904,-15.37053500,56.90195300
471,94506,30.53894800,-175.50690400
472,55874,21.31458150,-125.87624300
473,67664,45.75551800,67.19457200
474,99907,-51.62958800,-89.65915600
475,24614,31.43939000,-51.06463200
476,5991,-24.90133950,-65.07904800
477,24372,67.83743700,-148.27154500
478,95483,-18.49180700,24.69260600
479,40807,9.51993150,-17.42750400
480,62393,39.51841100,-159.78902700
481,82835,76.05539200,34.36034600
482,84083,77.96304200,125.03480200
483,6831,-6.44441550,-64.05674500
484,31561,48.53436400,-10.09552200
485,94005,27.74702600,167.51160000
486,50420,9.78875750,-46.65903000
487,58608,-49.37933900,60.97665800
488,53811,-42.79907250,15.21693000
489,15914,80.74920400,115.48835800
490,98732,21.58285500,1.32275200
491,11348,-8.83368250,22.96379800
492,73430,-60.55975550,19.28051000
493,72891,14.59800100,-31.87268900
494,73356,12.69210850,175.37560000
495,38185,43.57274600,-73.13367100
496,72406,-37.61292400,48.07476300
497,37857,23.02548850,-54.05462900
498,91530,52.74376350,171.54941200
499,84771,18.36970000,-131.02481400
500,21752,80.93811800,-16.24730400
501,18615,-84.23773150,111.45149500
502,8612,84.31595300,39.42643800
503,83698,-72.37337900,-156.39240800
504,34247,46.42174200,-176.53647200
505,98395,-6.61348200,-67.57307200
506,54670,51.37656450,-114.60476700
507,96123,61.07036000,13.52271800
508,83363,-65.77879800,-127.77620800
509,36138,-72.54513800,-112.59865500
510,28140,26.59015650,-0.98078400
511,25612,31.59071400,106.86113000
512,10857,-23.99426800,-176.63494300
513,86920,-77.40222150,-43.06994900
514,73768,-42.67013350,-3.39452100
515,51517,-84.94356650,149.92520400
516,47204,20.00637700,-174.57315300
517,72924,19.20703450,48.18414300
518,6963,46.38752200,-2.30723600
519,56792,-46.02911300,170.02983000
520,76949,59.82423450,-147.33708400
521,28167,-18.55287600,-136.34879800
522,57242,-79.41623550,-6.75153000
523,17832,-27.51030700,-177.61234100
524,60927,-43.51380150,-171.02348900
525,70163,54.83347550,1.44033900
526,35497,52.46890550,16.00319400
527,14424,-14.20900950,-141.93533800
528,20186,-40.26401350,99.70112100
529,49124,-11.37539100,117.90166800
530,33538,69.79448950,165.65097100
531,27884,-32.83982750,-67.16748300
532,88152,77.05421600,-144.53885200
533,52330,6.17909000,68.29147800
534,25122,-36.98956900,73.54046100
535,84518,-3.58798050,69.07371600
536,74839,42.94480500,92.01360600
537,93737,-58.49732800,-40.02762200
538,79785,21.65654350,138.51799900
539,38543,-35.24588050,-64.96107600
540,6119,-4.50619250,112.97612200
541,19007,61.17293750,64.96708300
542,48661,-25.41863450,139.49974500
543,37930,22.13263950,1.42791000
544,72822,-70.80448150,122.31449800
545,99595,-36.89543100,-164.29428800
546,92870,-39.06894200,109.01229000
547,88076,-9.66207500,-15.23906600
548,58646,89.70187250,-95.09250100
549,84056,56.85938200,-87.36256100
550,87608,17.96582900,84.72191200
551,13198,12.49451950,-107.51230400
552,49125,16.27651200,-71.64883900
553,65344,26.33463450,-178.28427100
554,57198,69.25683850,164.38970000
555,4149,38.26252000,-165.92484700
556,97129,-39.29026400,-178.26437300
557,99702,-30.79885150,-150.33593900
558,30978,-40.42307400,62.11385500
559,66894,-39.99262700,-40.74657400
560,28866,-19.51313850,86.88506200
561,96567,-14.68858600,27.87574300
562,81872,55.73226000,175.46494500
563,20715,67.49137400,53.09893400
564,54440,22.41433950,117.93467900
565,79242,53.65848350,84.12201700
566,1752,-6.42071350,83.42831300
567,27557,65.46959100,-41.85077400
568,98328,38.09183550,131.99726600
569,23696,79.47721650,-129.42270700
570,80378,61.90654350,-14.55740100
571,61581,49.67342500,-49.62498600
572,15380,56.44395400,22.38223900
573,16161,-72.96235000,-119.23384100
574,99252,-13.06323400,80.33587700
575,29938,51.19767350,-26.62915500
576,39925,-40.64443850,47.92093500
577,91788,70.24633600,-161.88253300
578,70266,-28.06011600,14.28793000
579,95267,4.64753300,2.84200400
580,96243,-9.22516200,116.22912700
581,84418,74.19298650,-150.86811100
582,97684,27.15720150,101.13765200
583,46825,47.00058300,-118.36885000
584,84457,-3.88675450,88.09912800
585,39350,-49.03704400,-41.04349200
586,34582,-4.16345350,70.69983400
587,19692,49.91111300,100.04667400
588,24684,-56.61645200,-45.36305700
589,41033,5.90793750,-158.32842100
590,51451,-57.74007400,145.56798200
591,91010,55.77390400,-14.81498800
592,86925,87.12794800,55.36108600
593,77928,36.97673700,-75.20317900
594,87165,-64.41447300,-104.43291400
595,6265,80.41261400,60.93176600
596,7592,85.02535450,110.95619400
597,9397,-14.01425150,109.36514600
598,59943,-70.52352750,-93.56180600
599,94943,-25.42948050,157.94874800
600,37596,-24.67949600,-3.59837900
601,68922,-44.60635350,-8.35206300
602,95186,-45.17846450,-106.21134400
603,62412,18.40433550,18.42293100
604,60112,1.53422200,-109.75629600
605,77530,63.00487150,-79.68438100
606,92502,-41.00635300,14.62354400
607,25030,25.80492450,59.54569400
608,73914,35.29995550,-155.62294000
609,24936,49.90948400,152.07568100
610,24657,-1.27268900,100.98619900
611,75380,18.12387450,114.36545000
612,81164,-14.99030050,13.45260100
613,30455,-70.81836850,146.91146900
614,20453,-67.04601800,64.78977600
615,47701,58.52292800,-129.45264500
616,45058,-53.27742850,-74.81351600
617,82226,61.50433350,-119.18683300
618,44891,-8.61968300,87.67364700
619,29926,55.38475850,-102.31308500
620,34006,32.95973800,74.03562900
621,12815,71.35439900,152.60644700
622,24882,-11.92706500,-162.21387800
623,24939,49.73745800,3.72079500
624,41415,-23.24251550,60.33425400
625,86201,-69.54880050,157.43629300
626,16454,-68.95923500,-95.89717000
627,34145,72.56535750,-23.22264700
628,62399,44.39681250,159.71998200
629,91298,37.71368150,125.37277500
630,4085,-70.21876300,-47.34398800
631,21795,10.62369400,51.38251800
632,50735,-76.78653050,54.02528300
633,63366,-30.40786350,-1.11053800
634,72146,78.07756000,54.45479200
635,49335,16.29117100,107.94050100
636,81735,-65.56812250,-170.82328900
637,65009,0.21907550,50.19282000
638,76042,-1.30940900,-145.99638600
639,39479,75.15829650,-179.53955500
640,42896,-71.81902400,30.24904000
641,9152,-88.86875850,-26.84288200
642,61574,0.25543600,-165.94170100
643,50354,0.73780350,23.48103600
644,83569,27.56295650,-90.99733700
645,34825,35.28523350,114.96671100
646,37544,55.06323300,-157.92327800
647,97693,0.66445150,134.57380300
648,89235,40.25908700,82.81895400
649,64932,-16.09146150,59.09744400
650,55459,-76.41452800,-52.88785700
651,46496,46.25578050,-72.78363800
652,66460,57.72709800,-161.37924200
653,65226,66.15619000,105.73697500
654,42947,18.14061950,-37.19612300
655,2268,29.98617850,99.61834300
656,65454,-52.84084350,99.37669500
657,96115,-51.09286050,-26.64753200
658,22312,-26.36853250,130.62875700
659,17693,56.50272000,-64.39883900
660,84273,-48.48485750,57.53962500
661,10748,6.15196750,163.00130900
662,7894,-62.60609300,-115.90993700
663,80742,-9.99065650,41.53857300
664,37379,35.56341450,110.07273300
665,43722,-68.42745950,-40.11324300
666,12121,-37.67901150,-29.46475300
667,36409,-82.19674450,-170.67918600
668,48445,55.40008850,168.86184600
669,21945,-57.72974950,-26.76377900
670,71175,-72.61436000,-124.21605400
671,97073,-43.43144900,-172.49519600
672,83330,-76.54932250,-89.04681700
673,24866,-66.24396100,-100.71488600
674,35810,-14.24352850,-20.40641100
675,2507,-59.92252600,-92.71342900
676,67630,-82.95771700,-127.56212000
677,4403,30.12585750,-14.07947300
678,50199,83.52697750,12.22087100
679,38354,12.51968550,-177.95290700
680,28624,82.27073000,53.04580600
681,28691,-11.55886350,18.39472900
682,21943,-31.94201350,-62.14087500
683,97239,41.94274450,-11.00397300
684,76552,-59.99825550,57.08530900
685,246,-53.60175550,-93.14230500
686,8703,-26.89973850,179.40317400
687,27083,-32.63165950,112.42626000
688,304,-51.89236500,77.24178400
689,73629,-13.70908850,-49.81681100
690,39701,-61.81200600,97.79034000
691,51925,24.68327300,142.19066800
692,13341,-56.47178800,-138.21692100
693,27348,-12.26167350,-108.97347600
694,62562,-38.98574100,-5.29871800
695,95630,-63.20966900,45.86751100
696,8457,-35.69879050,3.37326000
697,63663,-45.64590950,3.39218900
698,78730,18.06182750,34.04797500
699,78489,81.95848150,33.12289500
700,11756,7.33877350,55.27382500
701,79377,85.35373000,1.48152600
702,7160,-27.86993500,-25.45880000
703,83760,21.70768750,-115.97565000
704,4294,15.38963550,32.43569700
705,44057,-19.51830350,-35.01810000
706,79366,-74.75566850,61.45758300
707,26078,19.14911300,120.55923300
708,81308,1.94439700,-73.26343400
709,22276,20.24818550,46.55294500
710,74891,-4.03526250,-76.91795600
711,94890,82.94539600,-27.97433100
712,86613,24.35045800,154.22119000
713,75340,70.35276650,-129.77613800
714,30377,89.24852000,-21.53395900
715,20299,-7.93238300,-18.50082800
716,3830,-36.89558000,-165.16975300
717,52033,21.88216100,12.94556200
718,48916,-39.52802050,15.98851000
719,41942,80.23128950,-13.55884100
720,29651,58.94078450,160.63375400
721,72153,28.43818200,-24.30905700
722,66807,36.73014850,-67.16776300
723,70579,82.37271450,166.86768300
724,24969,-20.43733150,-78.60488400
725,46610,46.45696100,-92.13364200
726,48980,81.65106100,-1.08102900
727,75333,89.68405300,111.94950500
728,22520,76.13282500,-71.58436700
729,56636,-24.21945250,-152.54525600
730,32504,-55.78428250,-48.26030700
731,90871,83.98645650,-61.71188400
732,94761,-19.71974750,143.55560600
733,20470,-59.49831900,68.75001700
734,81252,56.65060800,-107.06662100
735,3389,-53.90536500,-15.93038900
736,27721,29.12714700,-112.87020500
737,64221,0.70281950,110.42264700
738,74893,-87.28662950,-65.64256200
739,58983,-64.00705900,-89.28615700
740,4282,-55.32327550,-0.03222100
741,92972,60.12053750,4.41979600
742,51299,52.92321800,34.13447500
743,77742,77.45402050,-36.27993900
744,14043,-65.57504200,66.43244800
745,9668,79.96833250,64.37473000
746,87501,8.92040100,-136.51145200
747,17724,9.48958400,126.28487500
748,56665,76.75529400,-130.36136100
749,20906,-13.44520600,44.23495800
750,62745,26.93762150,-37.17884400
751,25598,58.59280600,67.79872700
752,11095,35.91637250,19.69569200
753,30506,-16.50282150,58.17045600
754,37256,-27.81604450,147.00089300
755,65085,38.23310600,-99.56411000
756,99619,17.49066850,-9.42015900
757,35221,28.26895700,-161.76217900
758,82506,19.81779050,-131.64807400
759,7016,17.16385150,116.34780100
760,47870,-37.50984000,116.03606500
761,3520,-32.72881650,-0.22104100
762,22875,86.03670350,100.18721800
763,87942,-76.80983600,18.53048300
764,19489,56.00095550,-22.35844700
765,5128,4.88684050,68.34282200
766,10950,12.54561250,-159.31669100
767,78984,74.11414750,-151.43521400
768,31466,-88.37948200,-158.21116400
769,34068,-58.29018650,-179.76964900
770,84984,16.16903650,150.75516700
771,90299,-28.91637050,132.69545400
772,69405,-31.19757100,-105.02802600
773,84527,-38.85331350,54.88206600
774,5808,-89.29364550,-95.34882200
775,75095,-18.17257700,113.23837500
776,71420,-52.70234950,29.74982100
777,69954,83.28240100,-86.46226900
