type_id,type_name
160,Withdrawal
161,Purchase
162,Deposit
163,Transfer
164,Payment
165,Purchase
166,Payment
167,Transfer
168,Deposit
169,Transfer
170,Payment
171,Withdrawal
172,Withdrawal
173,Payment
174,Transfer
175,Purchase
176,Withdrawal
177,Transfer
178,Deposit
179,Purchase
180,Deposit
181,Withdrawal
182,Purchase
183,Deposit
184,Withdrawal
185,Deposit
186,Deposit
187,Purchase
188,Withdrawal
189,Transfer
190,Withdrawal
191,Transfer
192,Deposit
193,Withdrawal
194,Payment
195,Withdrawal
196,Purchase
197,Transfer
198,Withdrawal
199,Payment
200,Purchase
201,Purchase
202,Purchase
203,Transfer
204,Transfer
205,Transfer
206,Withdrawal
207,Withdrawal
208,Payment
209,Transfer
210,Purchase
211,Transfer
212,Deposit
213,Withdrawal
214,Withdrawal
215,Deposit
216,Payment
217,Payment
218,Transfer
219,Withdrawal
220,Purchase
221,Deposit
222,Transfer
223,Withdrawal
224,Purchase
225,Payment
226,Deposit
227,Deposit
228,Purchase
229,Transfer
230,Deposit
231,Deposit
232,Transfer
233,Deposit
234,Purchase
235,Deposit
236,Payment
237,Transfer
238,Deposit
239,Payment
240,Withdrawal
241,Purchase
242,Deposit
243,Payment
244,Deposit
245,Transfer
246,Payment
247,Transfer
248,Withdrawal
249,Purchase
250,Purchase
251,Transfer
252,Deposit
253,Payment
254,Withdrawal
255,Purchase
256,Deposit
257,Withdrawal
258,Deposit
259,Transfer
260,Payment
261,Transfer
262,Payment
263,Payment
264,Transfer
265,Payment
266,Withdrawal
267,Payment
268,Deposit
269,Purchase
270,Payment
271,Payment
272,Payment
273,Purchase
274,Payment
275,Transfer
276,Transfer
277,Purchase
278,Payment
279,Payment
280,Payment
281,Withdrawal
282,Deposit
283,Purchase
284,Withdrawal
285,Purchase
286,Deposit
287,Withdrawal
288,Transfer
289,Purchase
290,Withdrawal
291,Payment
292,Payment
293,Withdrawal
294,Deposit
295,Withdrawal
296,Purchase
297,Purchase
298,Payment
299,Purchase
300,Payment
301,Payment
302,Payment
303,Payment
304,Payment
305,Deposit
306,Deposit
307,Purchase
308,Deposit
309,Purchase
310,Withdrawal
311,Deposit
312,Withdrawal
313,Deposit
314,Purchase
315,Deposit
316,Purchase
317,Transfer
318,Withdrawal
319,Transfer
320,Payment
321,Transfer
322,Purchase
323,Withdrawal
324,Payment
325,Deposit
326,Deposit
327,Withdrawal
328,Purchase
329,Withdrawal
330,Purchase
331,Purchase
332,Payment
333,Purchase
334,Purchase
335,Deposit
336,Purchase
337,Payment
338,Purchase
339,Purchase
340,Transfer
341,Transfer
342,Withdrawal
343,Payment
344,Withdrawal
345,Payment
346,Withdrawal
347,Deposit
348,Deposit
349,Withdrawal
350,Withdrawal
351,Purchase
352,Withdrawal
353,Transfer
354,Withdrawal
355,Deposit
356,Purchase
357,Transfer
358,Transfer
359,Deposit
360,Purchase
361,Deposit
362,Deposit
363,Withdrawal
364,Purchase
365,Purchase
366,Deposit
367,Transfer
368,Deposit
369,Deposit
370,Purchase
371,Purchase
372,Withdrawal
373,Deposit
374,Withdrawal
375,Deposit
376,Purchase
377,Withdrawal
378,Withdrawal
379,Withdrawal
380,Transfer
381,Transfer
382,Purchase
383,Transfer
384,Deposit
385,Withdrawal
386,Withdrawal
387,Purchase
388,Transfer
389,Purchase
390,Withdrawal
391,Purchase
392,Purchase
393,Transfer
394,Deposit
395,Payment
396,Withdrawal
397,Withdrawal
398,Transfer
399,Withdrawal
400,Withdrawal
401,Deposit
402,Purchase
403,Purchase
404,Deposit
405,Transfer
406,Transfer
407,Deposit
408,Withdrawal
409,Purchase
410,Deposit
411,Purchase
412,Purchase
413,Withdrawal
414,Purchase
415,Deposit
416,Transfer
417,Withdrawal
418,Payment
419,Withdrawal
420,Purchase
421,Payment
422,Deposit
423,Transfer
424,Deposit
425,Withdrawal
426,Transfer
427,Deposit
428,Payment
429,Deposit
430,Deposit
431,Deposit
432,Transfer
433,Payment
434,Payment
435,Purchase
436,Deposit
437,Deposit
438,Purchase
439,Deposit
440,Transfer
441,Deposit
442,Payment
443,Withdrawal
444,Purchase
445,Payment
446,Withdrawal
447,Deposit
448,Payment
449,Purchase
450,Withdrawal
451,Withdrawal
452,Payment
453,Deposit
454,Withdrawal
455,Transfer
456,Withdrawal
457,Purchase
458,Payment
459,Purchase
460,Transfer
461,Deposit
462,Transfer
463,Payment
464,Transfer
465,Purchase
466,Purchase
467,Purchase
468,Payment
469,Purchase
470,Payment
471,Purchase
472,Deposit
473,Purchase
474,Purchase
475,Purchase
476,Deposit
477,Transfer
478,Transfer
479,Deposit
480,Withdrawal
481,Deposit
482,Transfer
483,Deposit
484,Purchase
485,Deposit
486,Transfer
487,Deposit
488,Payment
489,Transfer
490,Withdrawal
491,Purchase
492,Withdrawal
493,Purchase
494,Payment
495,Transfer
496,Transfer
497,Purchase
498,Withdrawal
499,Transfer
500,Withdrawal
501,Deposit
502,Transfer
503,Withdrawal
504,Deposit
505,Payment
506,Transfer
507,Deposit
508,Withdrawal
509,Payment
510,Deposit
511,Transfer
512,Withdrawal
513,Payment
514,Transfer
515,Withdrawal
516,Payment
517,Payment
518,Deposit
519,Transfer
520,Withdrawal
521,Transfer
522,Transfer
523,Withdrawal
524,Purchase
525,Deposit
526,Withdrawal
527,Withdrawal
528,Purchase
529,Purchase
530,Deposit
531,Transfer
532,Deposit
533,Deposit
534,Purchase
535,Transfer
536,Transfer
537,Payment
538,Transfer
539,Payment
540,Purchase
541,Deposit
542,Payment
543,Purchase
544,Payment
545,Transfer
546,Deposit
547,Purchase
548,Deposit
549,Deposit
550,Payment
551,Deposit
552,Transfer
553,Deposit
554,Purchase
555,Transfer
556,Withdrawal
557,Payment
558,Deposit
559,Purchase
560,Payment
561,Transfer
562,Deposit
563,Withdrawal
564,Purchase
565,Purchase
566,Deposit
567,Deposit
568,Payment
569,Withdrawal
570,Payment
571,Withdrawal
572,Transfer
573,Payment
574,Withdrawal
575,Transfer
576,Deposit
577,Payment
578,Transfer
579,Transfer
580,Withdrawal
581,Transfer
582,Withdrawal
583,Deposit
584,Withdrawal
585,Purchase
586,Payment
587,Transfer
588,Payment
589,Transfer
590,Payment
591,Withdrawal
592,Transfer
593,Withdrawal
594,Deposit
595,Deposit
596,Transfer
597,Purchase
598,Payment
599,Withdrawal
600,Purchase
601,Deposit
602,Payment
603,Purchase
604,Deposit
605,Payment
606,Payment
607,Withdrawal
608,Payment
609,Deposit
610,Transfer
611,Deposit
612,Deposit
613,Withdrawal
614,Payment
615,Payment
616,Payment
617,Withdrawal
618,Deposit
619,Withdrawal
620,Payment
621,Deposit
622,Transfer
623,Payment
624,Purchase
625,Purchase
626,Deposit
627,Withdrawal
628,Withdrawal
629,Purchase
630,Deposit
631,Transfer
632,Transfer
633,Payment
634,Withdrawal
635,Purchase
636,Deposit
637,Transfer
638,Payment
639,Transfer
640,Purchase
641,Withdrawal
642,Purchase
643,Deposit
644,Deposit
645,Transfer
646,Payment
647,Withdrawal
648,Payment
649,Withdrawal
650,Purchase
651,Payment
652,Deposit
653,Payment
654,Deposit
655,Purchase
656,Withdrawal
657,Purchase
658,Withdrawal
659,Transfer
660,Transfer
661,Withdrawal
662,Purchase
663,Deposit
664,Deposit
665,Transfer
666,Purchase
667,Payment
668,Transfer
669,Purchase
670,Deposit
671,Withdrawal
672,Payment
673,Withdrawal
674,Deposit
675,Withdrawal
676,Purchase
677,Payment
678,Transfer
679,Payment
680,Deposit
681,Payment
682,Deposit
683,Transfer
684,Payment
685,Payment
686,Payment
687,Payment
688,Payment
689,Purchase
690,Payment
691,Payment
692,Payment
693,Deposit
694,Payment
695,Payment
696,Withdrawal
697,Payment
698,Purchase
699,Payment
700,Deposit
701,Payment
702,Transfer
703,Transfer
704,Purchase
705,Transfer
706,Transfer
707,Purchase
708,Transfer
709,Purchase
710,Deposit
711,Purchase
712,Deposit
713,Payment
714,Transfer
715,Payment
716,Purchase
717,Transfer
718,Deposit
719,Transfer
720,Payment
721,Deposit
722,Deposit
723,Payment
724,Purchase
725,Deposit
726,Payment
727,Deposit
728,Withdrawal
729,Payment
730,Deposit
731,Payment
732,Purchase
733,Payment
734,Transfer
735,Transfer
736,Purchase
737,Transfer
738,Deposit
739,Withdrawal
740,Payment
741,Transfer
742,Payment
743,Transfer
744,Deposit
745,Withdrawal
746,Payment
747,Payment
748,Deposit
749,Withdrawal
750,Payment
751,Transfer
752,Withdrawal
753,Transfer
754,Purchase
755,Payment
756,Deposit
757,Purchase
758,Transfer
759,Purchase
760,Payment
761,Purchase
762,Payment
763,Transfer
764,Payment
765,Deposit
766,Payment
767,Deposit
768,Purchase
769,Purchase
770,Transfer
771,Deposit
772,Withdrawal
773,Payment
774,Purchase
775,Deposit
776,Withdrawal
777,Transfer
778,Deposit
779,Transfer
780,Transfer
781,Transfer
782,Payment
783,Transfer
784,Purchase
785,Purchase
786,Purchase
787,Purchase
788,Withdrawal
789,Payment
790,Withdrawal
791,Payment
792,Deposit
793,Transfer
794,Payment
795,Transfer
796,Purchase
797,Payment
798,Withdrawal
799,Transfer
800,Purchase
801,Withdrawal
802,Deposit
803,Transfer
804,Transfer
805,Purchase
806,Transfer
807,Transfer
808,Deposit
809,Deposit
810,Withdrawal
811,Purchase
812,Deposit
813,Payment
814,Withdrawal
815,Purchase
816,Withdrawal
817,Deposit
818,Purchase
819,Payment
820,Purchase
821,Transfer
822,Deposit
823,Payment
824,Transfer
825,Deposit
826,Payment
827,Withdrawal
828,Payment
829,Purchase
830,Transfer
831,Transfer
832,Deposit
833,Payment
834,Purchase
835,Purchase
836,Withdrawal
837,Transfer
838,Withdrawal
839,Withdrawal
840,Deposit
841,Payment
842,Payment
843,Payment
844,Payment
845,Payment
846,Deposit
847,Withdrawal
848,Deposit
849,Payment
850,Purchase
851,Transfer
852,Purchase
853,Transfer
854,Deposit
855,Deposit
856,Purchase
857,Transfer
858,Withdrawal
859,Transfer
860,Deposit
861,Purchase
862,Payment
863,Withdrawal
864,Purchase
865,Deposit
866,Payment
867,Payment
868,Transfer
869,Purchase
870,Withdrawal
871,Deposit
872,Purchase
873,Purchase
874,Deposit
875,Purchase
876,Payment
877,Deposit
878,Purchase
879,Deposit
880,Withdrawal
881,Transfer
882,Withdrawal
883,Payment
884,Deposit
885,Payment
886,Purchase
887,Deposit
888,Deposit
889,Deposit
890,Purchase
891,Transfer
892,Purchase
893,Transfer
894,Withdrawal
895,Withdrawal
896,Payment
897,Purchase
898,Payment
899,Deposit
900,Payment
901,Withdrawal
902,Withdrawal
903,Transfer
904,Transfer
905,Purchase
906,Deposit
907,Payment
908,Deposit
909,Withdrawal
910,Transfer
911,Purchase
912,Transfer
913,Withdrawal
914,Purchase
915,Purchase
916,Transfer
917,Purchase
918,Purchase
919,Withdrawal
920,Transfer
921,Purchase
922,Purchase
923,Purchase
924,Transfer
925,Payment
926,Withdrawal
927,Payment
928,Purchase
929,Purchase
930,Deposit
931,Transfer
932,Deposit
933,Withdrawal
934,Transfer
935,Transfer
936,Purchase
937,Purchase
938,Purchase
939,Withdrawal
940,Payment
941,Payment
942,Deposit
943,Transfer
944,Transfer
945,Withdrawal
946,Withdrawal
947,Payment
948,Purchase
949,Deposit
950,Payment
951,Payment
952,Transfer
953,Withdrawal
954,Transfer
955,Withdrawal
956,Payment
957,Transfer
958,Deposit
959,Transfer
960,Transfer
961,Deposit
962,Withdrawal
963,Deposit
964,Deposit
965,Purchase
966,Withdrawal
967,Payment
968,Payment
969,Withdrawal
970,Transfer
971,Payment
972,Withdrawal
973,Payment
974,Payment
975,Payment
976,Purchase
977,Deposit
978,Purchase
979,Deposit
980,Purchase
981,Transfer
982,Deposit
983,Withdrawal
984,Withdrawal
985,Payment
986,Transfer
987,Withdrawal
988,Transfer
989,Withdrawal
990,Payment
991,Withdrawal
992,Withdrawal
993,Withdrawal
994,Withdrawal
995,Transfer
996,Transfer
997,Transfer
998,Deposit
999,Payment
1000,Deposit
1001,Deposit
1002,Withdrawal
1003,Transfer
1004,Payment
1005,Transfer
1006,Payment
1007,Deposit
1008,Deposit
1009,Transfer
1010,Withdrawal
1011,Purchase
1012,Withdrawal
1013,Purchase
1014,Deposit
1015,Deposit
1016,Purchase
1017,Withdrawal
1018,Deposit
1019,Purchase
1020,Transfer
1021,Payment
1022,Deposit
1023,Payment
1024,Withdrawal
1025,Payment
1026,Purchase
1027,Deposit
1028,Deposit
1029,Deposit
1030,Deposit
1031,Purchase
1032,Transfer
1033,Withdrawal
1034,Purchase
1035,Deposit
1036,Payment
1037,Withdrawal
1038,Transfer
1039,Deposit
1040,Withdrawal
1041,Deposit
1042,Deposit
1043,Payment
1044,Deposit
1045,Deposit
1046,Withdrawal
1047,Deposit
1048,Withdrawal
1049,Deposit
1050,Purchase
1051,Transfer
1052,Transfer
1053,Purchase
1054,Payment
1055,Withdrawal
1056,Withdrawal
1057,Deposit
1058,Withdrawal
1059,Purchase
1060,Payment
1061,Payment
1062,Payment
1063,Deposit
1064,Payment
1065,Payment
1066,Withdrawal
1067,Deposit
1068,Purchase
1069,Withdrawal
1070,Deposit
1071,Withdrawal
1072,Deposit
1073,Payment
1074,Purchase
1075,Withdrawal
1076,Payment
1077,Payment
1078,Purchase
1079,Transfer
1080,Transfer
1081,Transfer
1082,Withdrawal
1083,Purchase
1084,Payment
1085,Deposit
1086,Withdrawal
1087,Payment
1088,Payment
1089,Deposit
1090,Transfer
1091,Purchase
1092,Transfer
1093,Deposit
1094,Purchase
1095,Withdrawal
1096,Withdrawal
1097,Withdrawal
1098,Deposit
1099,Purchase
1100,Purchase
1101,Transfer
1102,Withdrawal
1103,Transfer
1104,Deposit
1105,Deposit
1106,Deposit
1107,Deposit
1108,Payment
1109,Deposit
1110,Purchase
1111,Transfer
1112,Payment
1113,Deposit
1114,Payment
1115,Transfer
1116,Withdrawal
1117,Deposit
1118,Withdrawal
1119,Payment
1120,Purchase
1121,Payment
1122,Withdrawal
1123,Payment
1124,Deposit
1125,Payment
1126,Purchase
1127,Withdrawal
1128,Withdrawal
1129,Transfer
1130,Withdrawal
1131,Payment
1132,Purchase
1133,Payment
1134,Withdrawal
1135,Withdrawal
1136,Deposit
1137,Deposit
1138,Withdrawal
1139,Deposit
1140,Transfer
1141,Withdrawal
1142,Transfer
1143,Payment
1144,Payment
1145,Deposit
1146,Deposit
1147,Purchase
1148,Withdrawal
1149,Transfer
1150,Transfer
1151,Payment
1152,Purchase
1153,Deposit
1154,Purchase
1155,Transfer
1156,Withdrawal
1157,Purchase
1158,Payment
1159,Payment
1160,Transfer
1161,Transfer
1162,Withdrawal
1163,Withdrawal
1164,Purchase
1165,Payment
1166,Withdrawal
1167,Withdrawal
1168,Payment
1169,Purchase
1170,Purchase
1171,Purchase
1172,Deposit
1173,Transfer
1174,Payment
1175,Payment
1176,Withdrawal
1177,Transfer
1178,Payment
1179,Transfer
1180,Deposit
1181,Transfer
1182,Transfer
1183,Transfer
1184,Deposit
1185,Payment
1186,Deposit
1187,Transfer
1188,Payment
1189,Payment
1190,Purchase
1191,Deposit
1192,Transfer
1193,Payment
1194,Transfer
1195,Withdrawal
1196,Transfer
1197,Deposit
1198,Purchase
1199,Withdrawal
1200,Payment
1201,Purchase
1202,Withdrawal
1203,Purchase
1204,Withdrawal
1205,Deposit
1206,Purchase
1207,Payment
1208,Deposit
1209,Payment
1210,Transfer
1211,Payment
1212,Deposit
1213,Payment
1214,Transfer
1215,Deposit
1216,Purchase
1217,Deposit
1218,Purchase
1219,Purchase
1220,Deposit
1221,Payment
1222,Payment
1223,Withdrawal
1224,Deposit
1225,Withdrawal
1226,Purchase
1227,Payment
1228,Withdrawal
1229,Purchase
1230,Purchase
1231,Transfer
1232,Transfer
1233,Payment
1234,Deposit
1235,Payment
1236,Transfer
1237,Transfer
1238,Transfer
1239,Payment
1240,Deposit
1241,Withdrawal
1242,Payment
1243,Withdrawal
1244,Deposit
1245,Withdrawal
1246,Payment
1247,Deposit
1248,Purchase
1249,Deposit
1250,Transfer
1251,Transfer
1252,Payment
1253,Transfer
1254,Payment
1255,Deposit
1256,Deposit
1257,Transfer
1258,Payment
1259,Deposit
1260,Transfer
1261,Payment
1262,Purchase
1263,Withdrawal
1264,Deposit
1265,Transfer
1266,Payment
1267,Withdrawal
1268,Payment
1269,Deposit
1270,Withdrawal
1271,Payment
1272,Withdrawal
1273,Withdrawal
1274,Payment
1275,Purchase
1276,Payment
1277,Deposit
1278,Purchase
1279,Transfer
1280,Payment
1281,Transfer
1282,Purchase
1283,Withdrawal
1284,Transfer
1285,Deposit
1286,Payment
1287,Deposit
1288,Purchase
1289,Payment
1290,Payment
1291,Deposit
1292,Withdrawal
1293,Purchase
1294,Withdrawal
1295,Purchase
1296,Deposit
1297,Transfer
1298,Withdrawal
1299,Deposit
1300,Payment
1301,Payment
1302,Payment
1303,Withdrawal
1304,Withdrawal
1305,Transfer
1306,Withdrawal
1307,Payment
1308,Deposit
1309,Purchase
1310,Payment
1311,Deposit
1312,Transfer
1313,Payment
1314,Payment
1315,Withdrawal
1316,Payment
1317,Deposit
1318,Purchase
1319,Transfer
1320,Withdrawal
1321,Payment
1322,Payment
1323,Payment
1324,Deposit
1325,Transfer
1326,Withdrawal
1327,Payment
1328,Purchase
1329,Payment
1330,Transfer
1331,Withdrawal
1332,Payment
1333,Purchase
1334,Payment
1335,Deposit
1336,Withdrawal
1337,Purchase
1338,Purchase
1339,Withdrawal
1340,Payment
1341,Deposit
1342,Payment
1343,Withdrawal
1344,Purchase
1345,Transfer
1346,Purchase
1347,Withdrawal
1348,Payment
1349,Payment
1350,Transfer
1351,Transfer
1352,Withdrawal
1353,Transfer
1354,Withdrawal
1355,Transfer
1356,Deposit
1357,Purchase
1358,Deposit
1359,Withdrawal
1360,Transfer
1361,Deposit
1362,Transfer
1363,Transfer
1364,Purchase
1365,Payment
1366,Transfer
1367,Withdrawal
1368,Deposit
1369,Transfer
1370,Withdrawal
1371,Purchase
1372,Purchase
1373,Purchase
1374,Payment
1375,Deposit
1376,Deposit
1377,Transfer
1378,Purchase
1379,Deposit
1380,Purchase
1381,Purchase
1382,Withdrawal
1383,Payment
1384,Deposit
1385,Withdrawal
1386,Transfer
1387,Transfer
1388,Withdrawal
1389,Withdrawal
1390,Payment
1391,Purchase
1392,Deposit
1393,Transfer
1394,Transfer
1395,Purchase
1396,Payment
1397,Withdrawal
1398,Purchase
1399,Purchase
1400,Transfer
1401,Transfer
1402,Deposit
1403,Purchase
1404,Payment
1405,Deposit
1406,Payment
1407,Deposit
1408,Deposit
1409,Transfer
1410,Payment
1411,Withdrawal
1412,Payment
1413,Transfer
1414,Transfer
1415,Payment
1416,Deposit
1417,Payment
1418,Purchase
1419,Transfer
1420,Payment
1421,Deposit
1422,Transfer
1423,Purchase
1424,Purchase
1425,Deposit
1426,Payment
1427,Transfer
1428,Payment
1429,Payment
1430,Withdrawal
1431,Purchase
1432,Purchase
1433,Payment
1434,Transfer
1435,Deposit
1436,Withdrawal
1437,Withdrawal
1438,Purchase
1439,Payment
1440,Transfer
1441,Purchase
1442,Payment
1443,Payment
1444,Deposit
1445,Purchase
1446,Transfer
1447,Payment
1448,Deposit
1449,Purchase
1450,Withdrawal
1451,Transfer
1452,Purchase
1453,Transfer
1454,Transfer
1455,Payment
1456,Payment
1457,Purchase
1458,Withdrawal
1459,Transfer
1460,Purchase
1461,Transfer
1462,Withdrawal
1463,Purchase
1464,Purchase
1465,Purchase
1466,Withdrawal
1467,Purchase
1468,Transfer
1469,Purchase
1470,Withdrawal
1471,Purchase
1472,Payment
1473,Transfer
1474,Deposit
1475,Purchase
1476,Payment
1477,Deposit
1478,Withdrawal
1479,Deposit
1480,Purchase
1481,Deposit
1482,Deposit
1483,Deposit
1484,Payment
1485,Purchase
1486,Deposit
1487,Transfer
1488,Deposit
1489,Payment
1490,Deposit
1491,Payment
1492,Deposit
1493,Withdrawal
1494,Purchase
1495,Deposit
1496,Payment
1497,Payment
1498,Withdrawal
1499,Withdrawal
1500,Transfer
1501,Transfer
1502,Purchase
1503,Payment
1504,Transfer
1505,Purchase
1506,Purchase
1507,Deposit
1508,Payment
1509,Purchase
1510,Payment
1511,Payment
1512,Withdrawal
1513,Payment
1514,Withdrawal
1515,Transfer
1516,Payment
1517,Deposit
1518,Withdrawal
1519,Purchase
1520,Purchase
1521,Withdrawal
1522,Purchase
1523,Transfer
1524,Purchase
1525,Payment
1526,Purchase
1527,Transfer
1528,Deposit
1529,Deposit
1530,Purchase
1531,Withdrawal
1532,Deposit
1533,Withdrawal
1534,Transfer
1535,Transfer
1536,Transfer
1537,Payment
1538,Payment
1539,Withdrawal
1540,Withdrawal
1541,Transfer
1542,Transfer
1543,Payment
1544,Purchase
1545,Transfer
1546,Purchase
1547,Deposit
1548,Purchase
1549,Deposit
1550,Payment
1551,Payment
1552,Transfer
1553,Payment
1554,Deposit
1555,Purchase
1556,Transfer
1557,Payment
1558,Purchase
1559,Payment
1560,Transfer
1561,Transfer
1562,Transfer
1563,Withdrawal
1564,Payment
1565,Deposit
1566,Deposit
1567,Withdrawal
1568,Purchase
1569,Withdrawal
1570,Withdrawal
1571,Payment
1572,Purchase
1573,Purchase
1574,Purchase
1575,Transfer
1576,Purchase
1577,Payment
1578,Deposit
1579,Purchase
1580,Withdrawal
1581,Purchase
1582,Payment
1583,Deposit
1584,Purchase
1585,Deposit
1586,Payment
1587,Withdrawal
1588,Deposit
1589,Deposit
1590,Withdrawal
1591,Transfer
1592,Withdrawal
1593,Withdrawal
1594,Deposit
1595,Purchase
1596,Transfer
1597,Transfer
1598,Deposit
1599,Payment
1600,Deposit
1601,Transfer
1602,Deposit
1603,Deposit
1604,Transfer
1605,Deposit
1606,Payment
1607,Deposit
1608,Payment
1609,Transfer
1610,Purchase
1611,Deposit
1612,Payment
1613,Payment
1614,Transfer
1615,Withdrawal
1616,Purchase
1617,Transfer
1618,Purchase
1619,Deposit
1620,Withdrawal
1621,Transfer
1622,Transfer
1623,Purchase
1624,Withdrawal
1625,Withdrawal
1626,Transfer
1627,Purchase
1628,Withdrawal
1629,Transfer
1630,Deposit
1631,Withdrawal
1632,Purchase
1633,Transfer
1634,Transfer
1635,Withdrawal
1636,Payment
1637,Withdrawal
1638,Transfer
1639,Purchase
1640,Deposit
1641,Purchase
1642,Payment
1643,Withdrawal
1644,Transfer
1645,Payment
1646,Payment
1647,Purchase
1648,Transfer
1649,Deposit
1650,Purchase
1651,Purchase
1652,Deposit
1653,Purchase
1654,Payment
1655,Withdrawal
1656,Transfer
1657,Transfer
1658,Deposit
1659,Transfer
1660,Deposit
1661,Purchase
1662,Payment
1663,Withdrawal
1664,Withdrawal
1665,Withdrawal
1666,Transfer
1667,Transfer
1668,Payment
1669,Payment
1670,Deposit
1671,Withdrawal
1672,Transfer
1673,Payment
1674,Withdrawal
1675,Purchase
1676,Purchase
1677,Withdrawal
1678,Purchase
1679,Payment
1680,Deposit
1681,Purchase
1682,Deposit
1683,Purchase
1684,Purchase
1685,Payment
1686,Payment
1687,Payment
1688,Deposit
1689,Withdrawal
1690,Purchase
1691,Transfer
1692,Purchase
1693,Payment
1694,Transfer
1695,Deposit
1696,Purchase
1697,Transfer
1698,Purchase
1699,Deposit
1700,Payment
1701,Transfer
1702,Withdrawal
1703,Withdrawal
1704,Payment
1705,Purchase
1706,Withdrawal
1707,Purchase
1708,Payment
1709,Withdrawal
1710,Deposit
1711,Purchase
1712,Transfer
1713,Withdrawal
1714,Purchase
1715,Payment
1716,Transfer
1717,Payment
1718,Deposit
1719,Transfer
1720,Withdrawal
1721,Transfer
1722,Purchase
1723,Payment
1724,Payment
1725,Transfer
1726,Deposit
1727,Purchase
1728,Purchase
1729,Purchase
1730,Purchase
1731,Deposit
1732,Transfer
1733,Transfer
1734,Purchase
1735,Withdrawal
1736,Transfer
1737,Transfer
1738,Purchase
1739,Purchase
1740,Transfer
1741,Payment
1742,Payment
1743,Withdrawal
1744,Withdrawal
1745,Payment
1746,Purchase
1747,Payment
1748,Payment
1749,Purchase
1750,Transfer
1751,Purchase
1752,Purchase
1753,Payment
1754,Withdrawal
1755,Transfer
1756,Transfer
1757,Deposit
1758,Payment
1759,Purchase
1760,Deposit
1761,Withdrawal
1762,Payment
1763,Withdrawal
1764,Withdrawal
1765,Purchase
1766,Payment
1767,Purchase
1768,Deposit
1769,Withdrawal
1770,Payment
1771,Purchase
1772,Payment
1773,Withdrawal
1774,Withdrawal
1775,Purchase
1776,Deposit
1777,Withdrawal
1778,Purchase
1779,Withdrawal
1780,Deposit
1781,Payment
1782,Purchase
1783,Purchase
1784,Deposit
1785,Transfer
1786,Payment
1787,Withdrawal
1788,Deposit
1789,Purchase
1790,Withdrawal
1791,Payment
1792,Transfer
1793,Purchase
1794,Payment
1795,Deposit
1796,Withdrawal
1797,Deposit
1798,Purchase
1799,Deposit
1800,Payment
1801,Transfer
1802,Payment
1803,Deposit
1804,Deposit
1805,Withdrawal
1806,Transfer
1807,Purchase
1808,Withdrawal
1809,Purchase
1810,Withdrawal
1811,Transfer
1812,Deposit
1813,Purchase
1814,Withdrawal
1815,Transfer
1816,Deposit
1817,Deposit
1818,Payment
1819,Payment
1820,Purchase
1821,Transfer
1822,Withdrawal
1823,Purchase
1824,Deposit
1825,Deposit
1826,Payment
1827,Purchase
1828,Deposit
1829,Deposit
1830,Withdrawal
1831,Purchase
1832,Payment
1833,Withdrawal
1834,Withdrawal
